,Date,Company Name,Ticker,Sector,Price ($),Size (M),1,2,3,Rank,Turnover,Gain
9,Feb 15,Hoth Therapeutics Inc.,HOTH,,5.6,1,LDLW,BNCH,,,2.1%,52.3%
10,Feb 26,Super League Gaming Inc.,SLGG,,11.0,2,,NLND,,,63.1%,-22.7%
11,Feb 28,,,,15.0,5,GS,JPM,MS,,23.3%,-5.1%
12,Mar 7,ShockWave Medical Inc.,SWAV,,17.0,5,MS,BAML,,,55.5%,79.4%
13,Mar 8,,,,12.0,7,CS,GS,UBS,,96.5%,27.7%
14,Mar 20,UP Fintech Holding Limited,TIGR,,8.0,13,CITI,DB,,,168.6%,36.5%
15,Mar 21,Levi Strauss & Co.,LEVI,,17.0,36,GS,JPM,,,118.2%,31.8%
16,Mar 28,Precision BioSciences Inc.,DTIL,,16.0,7,BRCL,GS,JPM,,48.9%,9%
17,Mar 29,Lyft Inc.,LYFT,,72.0,32,JPM,CS,JEFF,,219.6%,8.7%
18,Apr 2,Powerbridge Technologies Co. Ltd.,PBTS,,5.0,1,MXIM,BNCH,,,42.1%,2.8%
19,Apr 4,Tradeweb Markets Inc.,TW,,27.0,40,JPM,CITI,GS,,81.6%,32.6%
20,Apr 3,,,,12.5,10,CITI,UBS,,,78.9%,-37.2%
21,Apr 4,Silk Road Medical Inc.,SILK,,20.0,6,JPM,BAML,,,98.4%,80.9%
22,Apr 4,NGM Biopharmaceuticals Inc.,NGM,,16.0,6,GS,CITI,COWN,,29.9%,-8.1%
23,Apr 5,Guardion Health Sciences Inc.,GHSI,,4.0,1,WLBT,WPRK,,,24.4%,-8%
24,Apr 12,JUMIA Technologies AG,JMIA,,14.5,13,MS,CITI,RBC,,69.9%,75.6%
25,Apr 11,,,,14.0,7,JPM,BRCL,JEFF,,81.8%,36.4%
26,Apr 11,PagerDuty Inc.,PD,,24.0,9,ALLN,JPM,MS,,102.4%,59.4%
27,Apr 18,Zoom Video Communications Inc.,ZM,,36.0,20,MS,JPM,GS,,123.2%,72.2%
28,Apr 18,Pinterest Inc.,PINS,Choose Sector,19.0,75,GS,JPM,ALLN,,116.1%,28.4%
29,Apr 18,HOOKIPA Pharma Inc.,HOOK,,14.0,6,BAML,RBC,,,26.6%,0%
30,Apr 18,Greenlane Holdings Inc.,GNLN,,17.0,6,COWN,CNCD,,,103.2%,37.2%
31,Apr 18,Brigham Minerals Inc.,MNRL,,18.0,14,CS,GS,RBC,,56.5%,10.7%
32,May 2,Beyond Meat Inc.,BYND,Consumer Non-Durables,25.0,9,GS,JPM,CS,,240.2%,163%
33,May 10,Uber Technologies Inc.,UBER,Transportation,45.0,180,MS,GS,BAML,,103.5%,-7.6%
34,May 3,Yunji Inc.,YJ,,11.0,11,MS,CS,JPM,,79.6%,28.6%
35,May 3,SciPlay Corporation,SCPL,,16.0,22,BAML,JPM,DB,,79.1%,-4.7%
36,May 3,Red River Bancshares Inc.,RRBI,,45.0,6,FIGP,STPH,,,2.5%,11.7%
37,May 7,Trevi Therapeutics Inc.,TRV,,10.0,5,LRNK,Stifel,BMO,,24.9%,-21.1%
38,May 8,Parsons Corporation,PSN,,27.0,18,GS,BAML,MS,,80%,11.4%
39,May 9,South Plains Financial Inc.,SPFI,,17.5,3,KBW,SNDL,,,42.6%,1.2%
40,May 9,NextCure Inc.,NXTC,,15.0,5,MS,BAML,PPRJ,,32.9%,32.7%
41,May 9,Milestone Pharmaceuticals Inc.,MIST,,15.0,5,JEFF,COWN,PPRJ,,17.9%,2.5%
42,May 9,Mayville Engineering Company Inc.,MEC,,17.0,6,BARD,CITI,JEFF,,45%,-3.1%
43,May 9,HeadHunter Group PLC,HHR,,13.5,16,MS,GS,CS,,57.3%,16.7%
44,May 9,Cortexyme Inc.,CRTX,,17.0,4,BAML,CS,,,30.6%,93.5%
45,May 9,Axcella Health Inc.,AXLA,,20.0,3,GS,JPM,,,45.5%,-31%
46,May 10,Sonim Technologies Inc.,SONM,,11.0,3,OPPN,,,,36.5%,-0.1%
47,May 10,Jiayin Group Inc.,JFIN,,10.5,3,ROTH,SNWN,,,43.5%,53.8%
48,May 13,Applied Therapeutics Inc.,APLT,,10.0,4,CITI,COWN,UBS,,33.6%,-6%
49,May 15,,,,17.0,4,Stifel,BMO,,,23.7%,0%
50,May 17,,,,17.0,33,CS,MS,,,117.4%,19.9%
51,May 17,Fastly Inc.,FSLY,,16.0,11,BAML,CS,CITI,,141.9%,49.9%
52,May 17,Avantor Inc.,AVTR,,14.0,207,GS,JPM,BAML,,18.9%,3.6%
53,May 23,Rattler Midstream Partners LP,RTLR,,17.5,38,CS,BAML,JPM,,40.5%,9.9%
54,May 23,IDEAYA Biosciences Inc.,IDYA,,10.0,5,JPM,CITI,JEFF,,34.4%,11.9%
55,May 23,Bicycle Therapeutics Limited,BCYC,,14.0,4,GS,JEFF,PPRJ,,22.8%,-14.3%
56,Jun 6,,,,10.5,19,CS,DB,,,69.1%,-0.2%
57,Jun 7,Revolve Group Inc.,RVLV,,18.0,11,MS,CS,BAML,,160.6%,88.9%
58,Jun 12,CrowdStrike Holdings Inc.,CRWD,,34.0,18,GS,JPM,BAML,,107.9%,70.6%
59,Jun 12,,,,10.0,3,ROTH,,,,27.7%,0%
60,Jun 20,,,,26.0,118,DPO,,,,104%,55%
61,Jun 20,,,,17.0,7,MS,BAML,COWN,,29.3%,-20%
62,Jun 20,Personalis Inc.,PSNL,,17.0,7,MS,BAML,COWN,,79%,67.6%
63,Jun 20,Grocery Outlet Holding Corp.,GO,,22.0,17,BAML,MS,DB,,77.9%,29.6%
64,Jun 20,Atreca Inc.,BCEL,,17.0,7,COWN,EVCR,Stifel,,34.1%,6.2%
65,Jun 20,Akero Therapeutics Inc.,AKRO,,16.0,5,JPM,JEFF,EVCR,,51.9%,14.5%
66,Jun 26,,,,9.4,32,GS,MS,JEFF,,14.7%,-2.9%
67,Jun 26,Cambium Networks Corporation,CMBM,,12.0,5,JPM,GS,,,72.4%,-19.2%
68,Jun 26,,,,20.0,70,MS,BAML,UBS,,2.5%,0.8%
69,Jun 27,Morphic Holding Inc.,MORF,,15.0,6,JEFF,COWN,BMO,,17.5%,20%
70,Jun 27,Change Healthcare Inc.,CHNG,,13.0,42,BRCL,GS,JPM,,42.6%,15.4%
71,Jun 27,BridgeBio Pharma Inc.,BBIO,,17.0,20,JPM,GS,JEFF,,24.3%,62.1%
72,Jun 27,Adaptive Biotechnologies Corporation,ADPT,,20.0,15,GS,JPM,BAML,,75%,101.5%
73,Jun 28,Karuna Therapeutics Inc.,KRTX,Health-Care,16.0,5,GS,CITI,WLFG,,48.8%,25.1%
74,Jun 14,Chewy Inc.,CHWY,,22.0,46,MS,JPM,ALLN,,149.8%,59%
75,Jun 13,Fiverr International Ltd.,FVRR,,21.0,5,JPM,CITI,,,416%,90%
76,Jul 17,DouYu International Holdings Limited,DOYU,Technology,11.5,67,MS,JPM,BAML,,48.4%,0%
77,Jul 18,Phreesia Inc.,PHR,Finance,18.0,9,JPM,WLFG,WB,,86%,39.3%
78,Jul 18,Owl Rock Capital Corp.,ORCC,Finance,15.3,10,CS,DB,JMPS,,32.6%,1.2%
79,Jul 18,Mirum Pharmaceuticals Inc.,MIRM,Health-Care,15.0,5,CITI,EVCR,GGNH,,29.5%,-11.9%
80,Jul 18,Genmab A/S,GMAB,Health-Care,17.8,28,BAML,MS,JEFF,,20.7%,1.4%
81,Jul 18,Fulcrum Therapeutics Inc.,FULC,Health-Care,16.0,4,MS,BAML,LRNK,,27.6%,-15.6%
82,Jul 18,AssetMark Financial Holdings Inc.,AMK,Finance,22.0,12,JPM,CS,GS,,83.6%,22.9%
83,Jul 19,,,,21.0,15,BAML,CITI,WLFG,,117.8%,76.4%
84,Jul 19,Intercorp Financial Services Inc.,IFS,Finance,46.0,9,BAML,JPM,,,27.2%,2.2%
85,Jul 19,Afya Limited,AFYA,Consumer-Services,19.0,13,BAML,GS,UBS,,53.5%,25.5%
86,Jul 25,Sunnova Energy International Inc.,NOVA,Consumer-Services,12.0,14,BAML,JPM,GS,,32.4%,-6.3%
87,Jul 25,,,,14.0,7,GS,BRCL,BAML,,36.9%,21.9%
88,Jul 25,,,,28.0,12,MS,GS,JPM,,116.7%,36.1%
89,Jul 25,Health Catalyst Inc.,HCAT,Technology,26.0,7,GS,JPM,WB,,86.9%,50.7%
90,Jul 25,Castle Biosciences Inc.,CSTL,Health-Care,16.0,4,LRNK,BARD,,,53.9%,33.8%
91,Jul 26,Vista Oil & Gas S.A.B. de C.V.,VIST,Energy,9.3,10,CITI,CS,,,25%,-1.6%
92,Jul 26,Blue Hat Interactive Entertainment Technology,BHAT,Consumer-Non-Durables,4.0,2,VWTR,,,,87.6%,14.5%
93,Jul 31,Borr Drilling Limited,BORR,Energy,9.3,5,GS,DNBM,,,14.6%,5.1%
94,Aug 1,Sundial Growers Inc.,SNDL,Health-Care,13.0,11,COWN,BMO,BRCL,,84.7%,-34.8%
95,Aug 1,Kura Sushi USA Inc.,KRUS,Consumer-Non-Durables,14.0,2,BMO,STPH,,,63.9%,40.1%
96,Aug 1,Dynatrace Holdings LLC,DT,Technology,16.0,35,GS,JPM,CITI,,0.3%,3.1%
97,Aug 5,,,,8.4,20,,,,,8.2%,20.4%
98,Aug 8,InMode Ltd.,INMD,Health-Care,14.0,5,BRCL,UBS,CNCD,,71%,-3.1%
99,Aug 15,CrossFirst Bankshares Inc.,CFB,Finance,14.5,7,KBW,RAYJ,STPH,,11.4%,1.2%
100,Aug 15,9F Inc.,JFU,Finance,9.5,8,CS,,,,27.6%,2.7%
101,Sep 12,SmileDirectClub Inc.,SDC,Health-Care,23.0,58,JPM,CITI,BAML,,81.6%,-24.9%
102,Sep 12,10x Genomics Inc.,TXG,Health-Care,39.0,10,JPM,GS,BAML,,73.3%,35.3%
103,Sep 13,SpringWorks Therapeutics Inc.,SWTX,Health-Care,18.0,9,JPM,GS,COWN,,38.2%,32.5%
104,Sep 13,Satsuma Pharmaceuticals Inc.,STSA,Health-Care,15.0,5,,,,,25%,12.7%
105,Sep 13,Cloudflare Inc.,NET,Technology,15.0,35,GS,MS,JPM,,102.7%,20%
106,Sep 13,Alerus Financial Corporation,ALRS,Finance,21.0,2,RAYJ,DAVD,,,20.4%,4.8%
107,Sep 18,IGM Biosciences Inc.,IGMS,Health-Care,16.0,10,JEFF,PPRJ,Stifel,,16%,51.9%
108,Sep 18,Envista Holdings Corporation,NVST,Health-Care,22.0,26,JPM,GS,MS,,37.8%,27%
109,Sep 19,Ping Identity Holding Corp.,PING,Technology,15.0,12,GS,BAML,RBC,,91.9%,34.1%
110,Sep 19,Exagen Inc.,XGN,,14.0,3,COWN,CNTR,WB,,25.5%,22.2%
111,Sep 19,Datadog Inc.,DDOG,Technology,27.0,24,MS,GS,JPM,,91.8%,39.1%
112,Sep 26,Peloton Interactive Inc.,PTON,Consumer Durables,29.0,40,GS,JPM,,,117.6%,-11.2%
113,Sep 26,Oportun Financial Corporation,OPRT,Finance,15.0,6,BRCL,JPM,JEFF,,27.2%,7.8%
114,Oct 3,,,,19.0,7,GS,MS,COWN,,20.4%,23.2%
115,Oct 3,MetroCity Bankshares Inc.,MCBS,Finance,13.5,1,KBW,RAYJ,Stifel,,16.3%,-0.1%
116,Oct 3,Frequency Therapeutics Inc.,FREQ,Health-Care,14.0,6,JPM,GS,COWN,,0%,-100%
117,Oct 3,Aprea Therapeutics Inc.,APRE,Health-Care,15.0,5,JPM,MS,RBC,,31.9%,36.7%
118,Oct 10,BioNTech SE,BNTX,Health-Care,15.0,10,JPM,BAML,UBS,,28.1%,-5.1%
119,Oct 11,Vir Biotechnology Inc.,VIR,Health-Care,20.0,7,GS,JPM,COWN,,42.9%,-29.9%
120,Oct 11,HBT Financial Inc.,HBT,Finance,16.0,8,KBW,JPM,,,45.2%,-2.9%
121,Oct 17,Innate Pharma SA,IPHA,Health-Care,5.5,12,CITI,EVCR,,,6.6%,10%
122,Oct 17,BellRing Brands Inc.,BRBR,Consumer-Non-Durables,14.0,34,MS,CITI,JPM,,25.7%,17.9%
123,Oct 24,BRP Group Inc.,BRP,Finance,14.0,16,JPM,BAML,,,40.9%,16.9%
124,Oct 25,Youdao Inc.,DAO,,17.0,5,,,,,70.1%,-26.5%
125,Oct 25,TFF Pharmaceuticals Inc.,TFFP,Health-Care,5.0,4,NTNL,,,,10.6%,1.4%
126,Oct 25,Progyny Inc.,PGNY,Health-Care,13.0,10,JPM,GS,BAML,,49.7%,22.6%
127,Oct 25,Phathom Pharmaceuticals Inc.,PHAT,Health-Care,19.0,9,GS,JEFF,EVCR,,9%,29.5%
128,Oct 25,Happiness Biotech Group Limited,HAPP,Health-Care,5.5,2,,,,,32.9%,-18.2%
129,Oct 25,Cabaletta Bio Inc.,CABA,Health-Care,11.0,6,MS,COWN,EVCR,,14.3%,-9.1%
130,Oct 25,Aesthetic Medical International Holdings Group Limited,AIH,Health-Care,12.0,2,MS,COWN,EVCR,,31%,-16.4%
131,Oct 31,RAPT Therapeutics Inc.,RAPT,Health-Care,12.0,3,BMO,WLFG,UBS,,8.2%,8.3%
132,Oct 31,Oyster Point Pharma Inc.,OYST,Health-Care,16.0,5,JPM,COWN,PPRJ,,20.4%,17.4%
133,Nov 1,Fangdd Network Group Ltd.,DUO,Finance,13.0,6,MS,CITI,UBS,,13.8%,0%
134,Nov 5,Q&K International Group Limited,QK,Finance,17.0,2,MS,,,,13.9%,3.8%
135,Nov 7,Silvergate Capital Corporation,SI,Finance,12.0,3,BRCL,KBW,,,27.7%,4.3%
136,Nov 7,Galera Therapeutics Inc.,GRTX,Health-Care,12.0,5,BAML,CITI,CS,,26.3%,0%
137,Nov 7,Centogene B.V.,CNTG,Health-Care,14.0,4,LRNK,EVCR,,,23.2%,-10.8%
138,Nov 8,TELA Bio Inc.,TELA,Health-Care,13.0,4,JEFF,PPRJ,,,31.8%,2.7%
139,Nov 8,ECMOHO Ltd.,MOHO,Consumer-Services,10.0,4,UBS,,,,8.4%,1%
140,Nov 8,CNS Pharmaceuticals Inc.,CNSP,Health-Care,4.0,2,,,,,40.5%,14.3%
141,Nov 8,36Kr Holdings Inc.,KRKR,Finance,14.5,1,CS,,,,34.7%,-9.9%
142,Nov 11,89bio Inc.,ETNB,Health-Care,16.0,5,BAML,LRNK,RBC,,4.6%,30%
143,Nov 13,YayYo Inc.,YAYO,Technology,4.0,2,AGIS,WPRK,,,18.8%,-11.3%
144,Nov 21,SiTime Corporation,SITM,Capital-Goods,13.0,4,BRCL,Stifel,,,24%,43.5%
145,Nov 21,Canaan Inc.,CAN,Capital-Goods,9.0,10,CITI,CRNS,,,40.7%,-0.1%
146,Nov 22,,,,19.0,7,RAYJ,BARD,BMO,,20%,0%
147,Dec 5,LMP Automotive Holdings Inc.,LMPX,Capital-Goods,5.0,2,TEq,,,,35.8%,7.2%
148,Dec 31,1Life Healthcare Inc.,ONEM,Health-Care,14.0,17,JPM,MS,,,47.4%,57.6%
149,Dec 30,,,,5.4,11,,BOTD,Fosun,,25.3%,1.5%
150,Dec 19,Indonesia Energy Corp Ltd.,INDO,Energy,11.0,1,AGIS,,,,6.6%,-2.7%
151,Dec 19,Monopar Therapeutics Inc.,MNPR,Health-Care,8.0,1,JT,,,,49.4%,231.3%
152,Dec 13,OneConnect Financial TechnologyCo. Ltd.,OCFT,Technology,10.0,31,MS,GS,JPM,,17.4%,0%
153,Dec 13,Sprout Social Inc.,SPT,Technology,17.0,8,GS,MS,,,61.7%,-2.4%
154,Dec 12,Bill.com Holdings Inc.,BILL,Technology,22.0,9,GS,BAML,JEFF,,97%,61.4%
155,Dec 12,EHang Holdings Ltd.,EH,Transportation,12.5,3,MS,,,,23.4%,-0.1%
156,Dec 11,XP Inc.,XP,Finance,27.0,72,GS,JPM,MS,,47.8%,27.6%
157,Jun 19,Stoke Therapeutics Inc.,STOK,,18.0,7,JPM,COWN,CS,,79.3%,42.1%
158,May 2,So-Young International Inc.,SY,,13.8,13,DB,CICC,,,103.2%,31.9%
159,May 2,TransMedics Group Inc.,TMDX,,16.0,5,MS,JPM,,,77.8%,39.8%
160,Apr 17,Palomar Holdings Inc.,PLMR,,15.0,5,BRCL,JPM,KBW,,77.3%,26.6%
161,Apr 17,Turning Point Therapeutics Inc.,TPTX,,18.0,9,GS,LRNK,WLFG,,34.2%,60.6%
162,Jul 26,,,,8.0,23,MS,DB,CITI,,52%,-35.5%
163,Jun 28,The RealReal Inc.,REAL,,20.0,15,CS,BAML,UBS,,131.1%,44.5%
164,Oct 25,,,,5.0,4,NWBR,WPRK,,,0%,-100%
0,Feb 13,Muscle Maker Inc.,GRIL,Consumer-Services,5.0,1,AXND,,,,17.8%,-22.8%
1,Jan 17,Velocity Financial LLC,VEL,Finance,13.0,7,WLFG,CITI,JMPS,,47.1%,3.9%
2,Jan 17,,,,13.5,9,CITI,CS,JPM,,21%,0%
3,Jan 17,LIZHI INC.,LIZI,Technology,11.0,4,CITI,,,,89.6%,5.7%
4,Jan 17,I-MAB,IMAB,Health-Care,14.0,7,JEFF,CITI,,,51.8%,-10.7%
5,Jan 29,Annovis Bio Inc.,ANVS,Health-Care,6.0,2,TEq,,,,169.4%,59.8%
6,Jan 30,Black Diamond Therapeutics Inc.,BDTX,Health-Care,19.0,10,JPM,JEFF,COWN,,50.6%,107.8%
7,Jan 30,AnPac Bio-Medical Science Co. Ltd.,ANPC,Health-Care,12.0,1,WPRK,WBSH,UnSec,,23.8%,-6.3%
8,Jan 31,Reynolds Consumer Products Inc.,REYN,Consumer-Non-Durables,26.0,47,CS,GS,JPM,,55.6%,9.8%
9,Jan 31,Arcutis Biotherapeutics Inc.,ARQT,Health-Care,17.0,9,GS,COWN,GGNH,,31.3%,28.2%
10,Feb 6,Schrodinger Inc.,SDGR,Health-Care,17.0,11,MS,BAML,JEFF,,64.2%,68.5%
11,Feb 6,,,,27.0,60,BRCL,JPM,GS,,42.5%,11.1%
12,Feb 6,,,,12.0,8,MS,GS,JEFF,,137.2%,12.5%
13,Feb 6,Beam Therapeutics Inc.,BEAM,Health-Care,17.0,10,JPM,JEFF,BRCL,,55.4%,10.3%
14,Feb 7,OneWater Marine Inc.,ONEW,Consumer-Durables,12.0,4,RAYJ,BARD,SNTR,,31%,26.2%
15,Feb 7,NexPoint Real Estate Finance Inc.,NREF,Finance,19.0,5,RAYJ,KBW,BARD,,23%,-1.1%
16,Feb 11,Revolution Medicines Inc.,RVMD,Health-Care,17.0,14,JPM,COWN,GGNH,,52.3%,70%
17,Feb 12,Huize Holding Ltd.,HUIZ,Finance,10.5,5,CITI,,,,41.9%,-4.8%
18,Feb 24,ZHONGCHAO Inc.,ZCMD,Consumer-Services,4.0,3,NONE,,,,7.8%,0.8%
19,Feb 28,Passage BIO Inc.,PASG,Health-Care,18.0,12,JPM,GS,COWN,,41.3%,23.3%
20,Mar 3,GFL Environmental Holdings Inc.,GFL,Basic-Industries,19.0,75,JPM,BMO,GS,,19.2%,-11.6%
21,Mar 12,IMARA Inc.,IMRA,Health-Care,16.0,4,MS,CITI,LRNK,,9.7%,-6.3%
22,Apr 1,WiMi Hologram Cloud Inc.,WIMI,Technology,5.5,4,MXIM,,,,33.8%,0%
23,Apr 3,Zentalis Pharmaceuticals LLC,ZNTL,Health-Care,18.0,9,MS,JEFF,GGNH,,20.8%,28.9%
24,Apr 8,Keros Therapeutics Inc.,KROS,Health-Care,16.0,6,JEFF,LRNK,,,17.7%,25.5%
25,Apr 24,ORIC Pharmaceuticals Inc.,ORIC,Health-Care,16.0,7,JPM,CITI,JEFF,,49.3%,61.1%
26,May 1,Lyra Therapeutics Inc.,LYRA,Health-Care,16.0,3,BAML,JEFF,WB,,49.7%,16%
27,May 5,GAN Limited,GAN,Technology,8.5,6,,,,,95%,55.9%
28,May 8,Kingsoft Cloud Holdings Limited,KC,Technology,23.8,17,JPM,UBS,CS,,85%,0%
29,May 8,China Liberal Education Holdings Limited,CLEU,Consumer-Durables,6.0,1,BOTD,,,,15.1%,-18.3%
30,May 8,Ayala Pharmaceuticals Inc.,AYLA,Health-Care,15.0,3,CITI,JEFF,,,47.1%,0.2%
31,May 15,ADC Therapeutics SA,ADCT,Health-Care,19.0,12,MS,BAML,COWN,,6.7%,57.9%
32,May 21,SelectQuote Inc.,SLQT,Finance,20.0,28,CS,MS,EVCR,,71.4%,35%
33,May 22,Inari Medical Inc.,NARI,Health-Care,19.0,8,CITI,JPM,,,82.8%,123.7%
34,Jun 3,Pliant Therapeutics Inc.,PLRX,Health-Care,16.0,9,CITI,COWN,SNDL,,47.4%,33.1%
35,Jun 3,Warner Music Group Corp.,WMG,Consumer-Services,25.0,77,MS,CS,GS,,45.4%,20.5%
36,Jun 4,ZoomInfo Technologies Inc.,ZI,Technology,44.5,21,JPM,MS,BRCL,,117.9%,-23.6%
37,Jun 5,Shift4 Payments Inc.,FOUR,Finance,23.0,15,CITI,CS,GS,,81.4%,45.8%
38,Jun 5,Applied Molecular Transport Inc.,AMTI,Health-Care,14.0,11,BAML,JEFF,LRNK,,31.6%,28.4%
39,Jun 12,AZEK Company Inc.,AZEK,Basic-Industries,19.0,31,BRCL,BAML,GS,,0%,-100%
40,Jun 9,Vroom Inc.,VRM,Energy,22.0,21,GS,BAML,ALLN,,76.6%,117.7%
41,Jun 9,,,,10.0,36,CITI,JPM,,,22.4%,2.5%
42,Jun 12,Avidity Biosciences Inc.,RNA,Health-Care,18.0,14,COWN,CS,WLFG,,40.3%,58.3%
43,Jun 16,Royalty Pharma plc,RPRX,Health-Care,28.0,77,JPM,BAML,GS,,35.6%,58.9%
44,Jun 19,Repare Therapeutics inc.,RPTX,Health-Care,20.0,11,MS,GS,COWN,,43.7%,54%
45,Jun 19,,,,15.0,6,SNDL,WLFG,,,45.1%,-12.5%
46,Jun 19,Genetron Holdings Limited,GTH,Health-Care,16.0,16,CS,CICC,,,76.8%,0%
47,Jun 19,Forma Therapeutics Holdings Inc.,FMTX,Health-Care,20.0,13,JEFF,LRNK,CS,,11.3%,95%
48,Jun 26,Fusion Pharmaceuticals Inc.,FUSN,Health-Care,17.0,12,MS,JEFF,COWN,,41.3%,0%
49,Jun 26,Ebang International Holdings Inc.,EBON,Technology,5.2,19,,,,,3.6%,-4.4%
50,Jun 26,Albertsons Companies Inc.,ACI,Consumer-Non-Durables,16.0,50,BAML,GS,JPM,,74.6%,-3.4%
51,Jun 26,Akoustis Technologies Inc,AKTS,Public-Utilities,17.0,12,BAML,COWN,SNDL,,298.3%,-9.1%
52,Jun 26,Agora Inc.,API,Technology,20.0,17,MS,BAML,,,44%,152.5%
53,Jul 1,Dun & Bradstreet Holdings Inc.,DNB,Consumer-Durables,22.0,78,GS,BAML,JPM,,47.4%,15.2%
54,Jul 2,Lemonade Inc.,LMND,Finance,29.0,11,GS,MS,ALLN,,167%,139.3%
55,Jul 2,Accolade Inc.,ACCD,Finance,22.0,10,GS,MS,BAML,,85.1%,35%
56,Jun 26,PolyPid Ltd.,PYPD,Health-Care,16.0,3,BRCL,BMO,,,71.1%,18.8%
57,Jul 8,,,,10.0,11,JEFF,,,,4.1%,20.2%
58,Jul 8,BlueCity Holdings Limited,BLCT,Technology,16.0,5,,RFL,,,97.7%,46.4%
59,Jul 10,Quhuo Limited,QH,Finance,10.0,3,ROTH,,,,100.7%,27.7%
60,Jul 10,Poseida Therapeutics Inc.,PSTX,Health-Care,5.0,2,SPRT,WPRK,,,317.6%,207%
61,Jul 10,Nkarta Inc.,NKTX,Health-Care,18.0,14,COWN,EVCR,Stifel,,9.4%,166.1%
62,Jul 14,nCino Inc.,NCNO,Technology,31.0,8,BAML,BRCL,KEYB,,130.6%,195.5%
63,Jul 15,GoHealth Inc.,GOCO,Finance,21.0,43,GS,BAML,MS,,92.2%,-7.3%
64,Jul 16,Trean Insurance Group Inc.,TIG,Finance,15.0,10,JPM,EVCR,WB,,71.2%,3.4%
65,Jul 16,Relay Therapeutics Inc.,RLAY,Health-Care,20.0,20,JPM,COWN,GGNH,,35.5%,75.3%
66,Jul 17,,,,18.0,7,GS,MS,BMO,,51.6%,0.6%
67,Jul 17,Berkeley Lights Inc.,BLI,Health-Care,22.0,8,JPM,MS,COWN,,55.6%,197.5%
68,Jul 17,ALX Oncology Holdings Inc.,ALXO,Health-Care,19.0,8,JEFF,CS,CNTR,,18.8%,57.9%
69,Jul 22,Jamf Holding Corp.,JAMF,Technology,26.0,18,GS,JPM,BAML,,124.5%,50.8%
70,Jul 23,Skillful Craftsman Education Technology Ltd.,EDTK,Consumer-Services,5.0,3,BNCH,AXOM,,,79.1%,-5%
71,Jul 23,Montrose Environmental Group Inc.,MEG,Consumer-Services,15.0,10,BAML,WB,,,50.4%,46.7%
72,Jul 31,1847 Goedeker Inc.,GOED,Consumer-Durables,9.0,1,TEq,,,,76.7%,-1.1%
73,Jul 31,Fathom Holdings Inc.,FTHM,Finance,10.0,3,ROTH,,,,58.8%,0.3%
74,Jul 31,Vasta Platform Limited,VSTA,Consumer-Services,19.0,18,GS,BAML,,,59.6%,-0.8%
75,Jul 31,Vital Farms Inc.,VITL,Consumer-Non-Durables,22.0,9,GS,MS,CS,,63.4%,60.3%
76,Jul 30,AlloVir Inc.,ALVR,Health-Care,17.0,16,MS,JPM,LRNK,,2.5%,46.5%
77,Jul 30,Li Auto Inc.,LI,Consumer-Durables,11.5,95,GS,MS,UBS,,20.6%,39.1%
78,Jul 29,Vertex Inc.,VERX,Technology,19.0,21,GS,MS,,,75.9%,25.9%
79,Jul 24,Annexon Inc.,ANNX,Health-Care,17.0,14,JPM,BAML,COWN,,33.2%,4.5%
80,Jul 24,Inozyme Pharma Inc.,INZY,Health-Care,17.0,14,BAML,COWN,PPRJ,,11.8%,3.2%
81,Jul 24,iTeos Therapeutics Inc.,ITOS,Health-Care,19.0,10,JPM,LRNK,,,22.2%,0.3%
82,Jul 24,Nurix Therapeutics Inc.,NRIX,Health-Care,19.0,11,JPM,SNDL,Stifel,,21.4%,0.3%
83,Aug 4,,,,18.0,8,CHRD,BRCL,,,2.9%,-36.7%
84,Aug 5,Rackspace Technology Inc.,RXT,Technology,21.0,31,GS,CITI,JPM,,82.9%,-22%
85,Aug 5,BigCommerce Holdings Inc.,BIGC,Technology,24.0,9,MS,BRCL,KEYB,,129.9%,201.1%
86,Aug 6,Rocket Companies Inc.,RKT,Finance,18.0,100,GS,MS,JPM,,52.4%,7.2%
87,Aug 6,Oak Street Health Inc.,OSH,Health-Care,21.0,15,JPM,GS,MS,,28.3%,72.4%
88,Aug 6,Acutus Medical Inc.,AFIB,Health-Care,18.0,8,JPM,BAML,WB,,0%,0%
89,Aug 7,IBEX Ltd.,IBEX,Technology,19.0,4,CITI,RBC,BARD,,56.3%,-18.9%
90,Aug 7,Freeline Therapeutics Holdings plc,FRLN,Health-Care,18.0,8,JPM,MS,EVCR,,31.5%,0%
91,Aug 7,,,,15.0,5,BAML,JEFF,BMO,,30.8%,-6.7%
92,Aug 7,,,,10.0,13,JEFF,GS,,,5.6%,4.4%
93,Aug 12,,,,10.0,10,JEFF,,,,2.6%,3%
94,Aug 13,NETSTREIT Corp.,NTST,Finance,18.0,12,WLFG,BAML,CITI,,34.9%,-1.4%
95,Aug 13,KE Holdings Inc.,BEKE,Finance,20.0,106,GS,MS,JPM,,46.7%,87.2%
96,Aug 14,Duck Creek Technologies Inc.,DCT,Technology,27.0,15,GS,JPM,BAML,,87.6%,48.1%
97,Aug 14,CureVac B.V.,CVAC,Health-Care,16.0,13,BAML,JEFF,CS,,178%,249.4%
98,Aug 19,Inhibrx Inc.,INBX,Health-Care,17.0,7,JEFF,EVCR,CS,,6.4%,21.5%
