Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Offer Size (M).1,Shares Outstanding (M).1,Instit Owner (% Shares Out),Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup,Underpriced
ALGT,Allegiant Travel Co,72.5,8.8,-0.9,103.5,19.7959,18.0,39.44444275,356.33,12/8/2006,01748X102,31.2,103.5,19.7959,99.1849,18248600.0,15 - 17,Priced Above Range,5.0,37.0,67.0,1
ALIM,Alimera Sciences Inc,16.1,-7.4,-31.6,72.05,31.0511,11.0,0.0,341.56,4/22/2010,16259202,-0.4,72.05,31.0511,34.7969,2438740.0,15 - 17,Priced Below Range,0.0,13.0,15.0,0
ALJ,Alon USA Energy Inc,-9.7,-2.1,-1.8,187.68,45.2011,16.0,7.8125,723.22,7/28/2005,20520102,0.8,187.68,45.2011,0.0560544,40296.0,14 - 16,Priced Within Range,2.0,28.0,68.0,0
ALNY,Alnylam Pharmaceuticals Inc,71.3,-101.0,-33.7,34.5,19.2833,6.0,0.166666672,115.7,5/27/2004,02043Q107,-5.4,34.5,19.2833,115.012,141497000.0,8-Jun,Priced Within Range,0.0,21.0,29.0,0
ALPN,Alpine Immune Sciences Inc,151.1,-214.7,-28.9,88.55,15.4517,14.0,6.571428776,216.324,6/17/2015,02083G100,-0.6,88.55,15.4517,104.342,47908200.0,13 - 15,Priced Within Range,0.0,21.0,29.0,0
ALRM,Alarm.com Holdings Inc,21.1,6.9,3.5,112.7,45.3714,14.0,20.5714283,635.2,6/26/2015,11642105,2.0,112.7,45.3714,99.0231,49423200.0,13 - 15,Priced Within Range,0.0,7.0,58.0,0
ALRS,Alerus Financial Corp,-2.2,22.4,1.2,60.06,16.6761,21.0,4.761904716,350.198,9/13/2019,01446U103,8.6,60.06,16.6761,45.823,9158760.0,22 - 24,Priced Below Range,3.0,9.0,44.0,0
ALSN,Allison Transmission Holdings,15.4,18.4,11.1,690.345,181.376,23.0,1.739130378,4171.65,3/15/2012,01973R101,5.9,690.345,181.376,114.241,105662000.0,22 - 24,Priced Within Range,5.0,38.0,69.0,0
ALTA,Altabancorp,-0.7,34.4,1.3,41.6875,17.4459,14.5,15.17241383,247.528,6/11/2015,21347109,2.7,41.6875,17.4459,3.2301,610084.0,13 - 15,Priced Within Range,3.0,9.0,70.0,0
ALTR,Altair Engineering Inc,13.2,-1.6,-5.3,179.4,23.1875,13.0,40.84615326,301.438,11/1/2017,21369103,0.8,179.4,23.1875,104.015,54501400.0,13-Nov,Priced Within Range,1.0,5.0,71.0,0
ALTUQ,Altus Pharmaceuticals Inc,-92.4,-4471.1,-110.4,120.75,22.0519,15.0,12.13333321,330.78,1/26/2006,02216N105,-2.6,120.75,22.0519,0.804907,250576.0,14 - 16,Priced Within Range,0.0,13.0,65.0,0
AM,Antero Midstream Corp,-0.2,36.9,5.8,875.375,186.17,23.5,-6.382978916,4375.0,5/4/2017,03676B102,1.4,875.375,186.17,86.0391,411684000.0,22 - 25,Priced Within Range,2.0,2.0,2.0,0
AMBA,Ambarella Inc,48.8,-7.9,-6.6,41.4,25.9095,6.0,1.0,155.457,10/10/2012,N.A.,1.0,41.4,25.9095,97.7385,37548000.0,11-Sep,Priced Below Range,1.0,4.0,4.0,0
AMBR,Amber Road Inc,7.7,-15.9,-10.5,110.504,24.7889,13.0,30.76922989,322.26,3/21/2014,02318Y108,0.1,110.504,24.7889,0.44504,126563.0,10.50 - 12.50,Priced Above Range,1.0,5.0,72.0,1
AMC,AMC Entertainment Holdings Inc,103.4,-50.2,-8.1,378.949,21.5533,18.0,5.0,387.96,12/18/2013,00165C104,-1.2,378.949,21.5533,32.6353,173527000.0,18 - 20,Priced Within Range,5.0,16.0,27.0,0
AMH,American Homes 4 Rent,10.2,14.5,2.0,811.763,184.857,16.0,-2.5,2957.71,8/1/2013,02665T306,1.8,811.763,184.857,100.872,355886000.0,16 - 18,Priced Within Range,3.0,3.0,3.0,0
AMK,AssetMark Financial Holdings I,22.2,4.8,6.3,316.25,72.4,22.0,22.90909004,1592.8,7/18/2019,04546L106,1.7,316.25,72.4,97.5576,72043400.0,19 - 21,Priced Above Range,3.0,26.0,39.0,1
AMN,AMN Healthcare Services Inc,66.4,8.2,16.7,195.5,40.7146,17.0,27.41176414,692.15,11/13/2001,1744101,6.4,195.5,40.7146,112.655,48820200.0,14 - 16,Priced Above Range,0.0,7.0,73.0,1
AMPH,Amphastar Pharmaceuticals Inc,25.1,14.1,11.2,64.4,44.6059,7.0,25.0,312.24,6/25/2014,03209R103,2.0,64.4,44.6059,65.3957,31606500.0,12-Oct,Priced Below Range,0.0,13.0,15.0,0
AMRC,Ameresco Inc,17.7,5.8,4.2,90.3971,40.7462,10.0,1.700000048,407.46,7/22/2010,2.36E+111,-3.3,90.3971,40.7462,97.77,33157900.0,14 - 16,Priced Below Range,7.0,39.0,74.0,0
AMRS,Amyris Inc,97.4,-79.2,-34.3,97.52,41.228,16.0,3.125,659.65,9/28/2010,03236M200,-0.6,97.52,41.228,67.5537,219677000.0,18 - 20,Priced Below Range,6.0,14.0,75.0,0
AMSF,AMERISAFE Inc,-6.9,20.8,2.7,76.3717,17.4241,9.0,0.0,156.82,11/18/2005,03071H100,1.9,76.3717,17.4241,103.985,19919200.0,11-Sep,Priced Within Range,3.0,18.0,25.0,0
AMST,Amesite Inc,3.3,-1299.8,-84.8,15.0,20.4231,5.0,4.400000095,102.115,9/25/2020,31094105,-0.2,15.0,20.4231,4.98185,1509520.0,4.50 - 5.50,Priced Within Range,1.0,5.0,24.0,0
AMTB,Amerant Bancorp Inc,10.3,34.6,1.3,84.877,26.344,13.0,-7.692307472,342.472,12/19/2018,23576101,1.8,84.877,26.344,40.0257,13518400.0,13 - 13,Priced Within Range,3.0,26.0,76.0,0
AMWL,American Well Corp,3.0,-69.7,-18.9,853.301,198.164,18.0,28.16666603,3566.96,9/17/2020,03044L105,-0.5,853.301,198.164,54.7592,132771000.0,14 - 16,Priced Above Range,0.0,0.0,35.0,1
ANAB,AnaptysBio Inc,-15.7,-91.4,-25.8,86.25,19.9093,15.0,13.33333302,298.639,1/26/2017,32724106,-1.6,86.25,19.9093,116.819,33213600.0,14 - 16,Priced Within Range,0.0,21.0,29.0,0
ANCB,Anchor Bancorp Inc/WA,7.3,9.8,0.5,25.5,0.0,10.0,0.0,0.0,1/26/2011,32838104,3.0,25.5,0.0,10.8023,268333.0,10-Oct,Priced Within Range,3.0,9.0,70.0,0
ANET,Arista Networks Inc,27.2,28.5,20.0,259.612,64.3699,43.0,27.9069767,2767.91,6/6/2014,40413106,3.3,259.612,64.3699,70.4188,215181000.0,36 - 40,Priced Above Range,4.0,23.0,77.0,1
ANGO,AngioDynamics Inc,8.6,-8.4,-5.8,24.6675,11.15,11.0,13.63636398,122.65,5/27/2004,03475V101,-0.1,24.6675,11.15,98.0723,38353900.0,14-Dec,Priced Below Range,0.0,22.0,78.0,0
ANRZQ,Alpha Natural Resources Inc,59.4,12.7,-6.6,644.575,62.2126,19.0,19.42105293,1182.04,2/15/2005,02076X102,9.4,644.575,62.2126,0.162542,361675.0,16 - 18,Priced Above Range,2.0,35.0,62.0,1
AOSL,Alpha & Omega Semiconductor Lt,18.3,58.2,39.5,91.5477,22.0875,18.0,-1.666666627,397.57,4/29/2010,N.A.,8.1,91.5477,22.0875,83.3509,22844800.0,17 - 19,Priced Within Range,1.0,4.0,4.0,0
APAM,Artisan Partners Asset Managem,36.4,27.4,22.3,381.369,12.7123,30.0,29.43333244,381.37,3/7/2013,04316A108,6.6,381.369,12.7123,92.5844,62875000.0,27 - 29,Priced Above Range,3.0,26.0,39.0,1
APEI,American Public Education Inc,30.1,4.2,-14.3,107.812,17.7519,20.0,79.59999847,355.04,11/8/2007,02913V103,0.9,107.812,17.7519,111.478,21060400.0,18 - 19,Priced Above Range,0.0,7.0,79.0,1
APFH,AdvancePierre Foods Holdings I,-2.6,8.6,12.3,449.19,78.586,21.0,14.28571415,1650.31,7/15/2016,00782L107,2.7,449.19,78.586,0.00137208,1073.0,20 - 23,Priced Within Range,5.0,40.0,80.0,0
APLP,Archrock Partners LP,15.3,8.5,2.5,132.825,7.15,21.0,7.285714149,150.15,10/17/2006,03957U100,3.2,132.825,7.15,100.0,70231000.0,19 - 21,Priced Within Range,2.0,29.0,46.0,0
APLS,Apellis Pharmaceuticals Inc,-73.4,-1121.2,-90.6,172.495,50.864,14.0,0.214285716,712.096,11/9/2017,03753U106,-6.6,172.495,50.864,107.752,119147000.0,13 - 15,Priced Within Range,0.0,21.0,29.0,0
APPF,Appfolio Inc,15.9,0.2,-12.5,85.56,7.13,12.0,17.33333397,85.56,6/26/2015,03783C100,1.0,85.56,7.13,86.6012,17679400.0,14-Dec,Priced Within Range,1.0,5.0,5.0,0
APPN,Appian Corp,21.2,-24.0,-30.0,86.25,7.1875,12.0,25.08333397,704.255,5/25/2017,03782L101,-0.7,86.25,7.1875,81.8299,33591000.0,13-Nov,Priced Within Range,1.0,5.0,81.0,0
APPX,Fresenius Kabi USA Inc,11.0,5.3,2.2,165.6,48.0681,16.0,23.4375,769.09,12/14/2001,00202H108,0.0773789,165.6,48.0681,0.345165,555000.0,13 - 16,Priced Within Range,0.0,13.0,15.0,0
APRN,Blue Apron Holdings Inc,2.1,-18.7,-61.1,300.0,30.0427,10.0,0.0,1890.58,6/29/2017,09523Q200,-2.2,300.0,30.0427,15.457,6117660.0,11-Oct,Priced Within Range,0.0,10.0,53.0,0
APTI,Apptio Inc,17.4,-13.5,-7.9,110.4,6.9,16.0,40.9375,596.573,9/23/2016,03835C108,0.2,110.4,6.9,0.302104,137660.0,13 - 15,Priced Above Range,1.0,5.0,81.0,1
APTS,Preferred Apartment Communitie,-9.9,4.5,0.3,46.0736,5.1441,10.0,-1.5,51.44,4/1/2011,74039L103,3.5,46.0736,5.1441,12.2194,7874540.0,10-Oct,Priced Within Range,3.0,3.0,50.0,0
APXTU,AvePoint Inc,26.6,-18.3,-14.2,350.0,35.81,10.0,1.5,358.1,9/17/2019,03768F201,0.0355236,350.0,35.81,0.0245462,8790.0,10-Oct,Priced Within Range,1.0,5.0,82.0,0
AQ,Aquantia Corp,16.8,-8.0,-19.5,70.5663,33.3438,9.0,5.666666508,300.094,11/3/2017,03842Q108,0.2,70.5663,33.3438,14.2008,5124410.0,12-Oct,Priced Below Range,1.0,4.0,54.0,0
AQMS,Aqua Metals Inc,60.1,-10516.1,-44.7,36.2095,0.0,5.0,7.0,0.0,7/31/2015,03837J101,-0.1,36.2095,0.0,18.3638,14394800.0,5-May,Priced Within Range,8.0,33.0,83.0,0
AQST,Aquestive Therapeutics Inc,10.8,-138.7,-121.2,73.8855,24.4257,15.0,7.0,366.385,7/25/2018,3.84E+107,-0.8,73.8855,24.4257,30.0102,16252300.0,14 - 16,Priced Within Range,0.0,13.0,15.0,0
AQUA,Evoqua Water Technologies Corp,2.4,3.5,2.8,575.001,113.282,18.0,16.0,2039.08,11/2/2017,30057T105,1.5,575.001,113.282,111.045,135266000.0,17 - 19,Priced Within Range,8.0,33.0,84.0,0
AR,Antero Resources Corp,27.3,-3.4,14.8,1802.41,265.624,44.0,18.20454597,11687.5,10/10/2013,03674X106,5.3,1802.41,265.624,89.9989,270119000.0,38 - 42,Priced Above Range,2.0,28.0,43.0,1
ARA,American Renal Associates Hold,2.0,-1.6,-0.7,189.75,30.8448,22.0,20.45454597,653.836,4/21/2016,29227105,1.2,189.75,30.8448,0.276124,95382.4,20 - 23,Priced Within Range,0.0,0.0,85.0,0
ARAV,Aravive Inc,30.9,-526.0,-78.7,144.9,24.164,21.0,49.38095093,507.44,3/21/2014,03890D108,-1.6,144.9,24.164,14.8557,8887720.0,19 - 21,Priced Within Range,0.0,21.0,29.0,0
ARAY,Accuray Inc,8.4,-1.2,-2.0,331.2,52.2124,18.0,58.16666794,939.82,2/8/2007,4397105,-0.02606,331.2,52.2124,66.3886,62258400.0,17 - 18,Priced Within Range,0.0,22.0,61.0,0
ARC,ARC Document Solutions Inc,-5.9,3.3,3.6,195.459,43.9087,13.0,5.769230843,570.81,2/4/2005,00191G103,0.8,195.459,43.9087,52.1031,22417700.0,14 - 16,Priced Below Range,0.0,7.0,86.0,0
ARCC,Ares Capital Corp,20.4,86.1,3.9,165.0,17.0168,15.0,0.13333334,255.25,10/5/2004,04010L103,-5.5,165.0,17.0168,34.4133,178075000.0,15 - 15,Priced Within Range,3.0,24.0,37.0,0
ARDS,Aridis Pharmaceuticals Inc,53.5,-2748.7,-324.5,28.5064,7.9994,13.0,0.0,103.992,8/14/2018,40334104,-1.8,28.5064,7.9994,17.2665,3056440.0,13 - 15,Priced Within Range,0.0,21.0,29.0,0
ARDX,Ardelyx Inc,33.3,-1566.4,-80.1,69.0046,18.5291,14.0,0.785714269,259.41,6/19/2014,39697107,-1.4,69.0046,18.5291,41.4247,77654600.0,13 - 15,Priced Within Range,0.0,21.0,29.0,0
ARES,Ares Management Corp,108.4,8.7,0.8,220.199,80.6677,19.0,-2.105263233,1532.69,5/2/2014,03990B101,-15.8,220.199,80.6677,99.8473,173155000.0,21 - 23,Priced Below Range,3.0,41.0,87.0,0
AREXQ,Approach Resources Inc,5.9,-18.6,-4.5,105.8,20.4058,12.0,4.916666508,244.87,11/8/2007,03834A103,0.3,105.8,20.4058,0.483565,452764.0,14 - 16,Priced Below Range,2.0,28.0,43.0,0
ARGSQ,Argos Therapeutics Inc,100.9,-2136.3,-84.5,49.8296,19.6527,8.0,0.0,157.22,2/7/2014,40221202,-11.7,49.8296,19.6527,0.11898,12596.0,13 - 15,Priced Below Range,0.0,21.0,29.0,0
ARI,Apollo Commercial Real Estate,-2.8,56.5,3.4,200.0,21.525,20.0,-7.5,430.5,9/24/2009,03762U105,1.4,200.0,21.525,67.7091,95196300.0,20 - 20,Priced Within Range,3.0,3.0,6.0,0
ARII,American Railcar Industries In,-25.3,29.8,9.9,205.275,21.2078,21.0,9.309523582,445.36,1/20/2006,02916P103,6.8,205.275,21.2078,0.187871,35853.0,16 - 18,Priced Above Range,8.0,42.0,88.0,1
ARLO,Arlo Technologies Inc,21.8,-12.8,-13.3,187.957,74.2473,16.0,38.125,1187.96,8/3/2018,04206A101,-0.2,187.957,74.2473,74.615,66013200.0,18 - 20,Priced Below Range,0.0,7.0,89.0,0
ARMK,Aramark,-5.7,-0.7,1.0,833.75,229.837,20.0,13.5,4596.74,12/12/2013,03852U106,2.7,833.75,229.837,127.998,329873000.0,20 - 23,Priced Within Range,5.0,40.0,80.0,0
ARNA,Arena Pharmaceuticals Inc,-83.0,-1.14,-62.4,108.0,20.9966,18.0,38.88888931,377.939,7/28/2000,40047607,-7.4,108.0,20.9966,29.7346,18334200.0,15 - 17,Priced Above Range,0.0,21.0,29.0,1
AROPQ,ARO Liquidation Inc,-18.0,-9.0,-28.5,258.75,34.0405,18.0,54.16666794,612.73,5/16/2002,00215Q103,-0.8,258.75,34.0405,0.0345968,27900.0,15 - 17,Priced Above Range,5.0,17.0,23.0,1
ARRY,Array Technologies Inc,-2.2,-5.9,-0.9,1201.75,126.994,22.0,65.6818161,2793.87,10/15/2020,04271T100,-2.0,1201.75,126.994,119.766,180236000.0,19 - 21,Priced Above Range,2.0,15.0,19.0,1
ARVN,Arvinas Inc,114.2,-408.9,-22.7,123.208,32.3592,16.0,0.3125,517.747,9/27/2018,04335A105,11.1,123.208,32.3592,98.1285,52231400.0,14 - 16,Priced Within Range,0.0,13.0,90.0,0
ASBB,ASB Bancorp Inc,9.5,3.7,0.1,55.8455,0.0,10.0,16.39999962,0.0,10/12/2011,00213T109,1.3,55.8455,0.0,0.00245511,93.0,10-Oct,Priced Within Range,3.0,9.0,91.0,0
ASMB,Assembly Biosciences Inc,-92.0,-2076.3,-70.6,20.01,7.1814,6.0,5.0,43.09,12/17/2010,45396108,-2.1,20.01,7.1814,39.3512,19195500.0,7-Jun,Priced Within Range,0.0,21.0,29.0,0
ASO,Academy Sports & Outdoors Inc,19.0,9.9,13.8,226.622,89.9106,13.0,-0.07692308,1168.84,10/2/2020,00402L107,7.4,226.622,89.9106,104.718,83498700.0,15 - 17,Priced Below Range,5.0,17.0,92.0,0
ASPN,Aspen Aerogels Inc,21.2,-30.5,-31.2,82.5,23.0,11.0,-2.272727251,253.0,6/13/2014,04523Y105,-0.6,82.5,23.0,96.9333,39654900.0,14 - 16,Priced Below Range,5.0,17.0,93.0,0
ASV,ASV Holdings Inc,3.4,-25.1,-33.7,30.59,10.07,7.0,12.14285755,70.49,5/12/2017,00215L104,-0.0864876,30.59,10.07,6.30664,624979.0,10-Aug,Priced Below Range,8.0,43.0,94.0,0
ATACU,HF Foods Group Inc,46.0,-60.5,2.9,44.25,0.0,10.0,0.400000006,0.0,8/9/2017,48206205,0.8,44.25,0.0,8.14986,478600.0,10-Oct,Priced Within Range,0.0,10.0,95.0,0
ATEC,Alphatec Holdings Inc,67.8,-59.3,-34.2,83.7,34.7602,9.0,-0.222222224,312.84,6/2/2006,02081G201,-0.7,83.7,34.7602,64.526,67790000.0,12-Nov,Priced Below Range,0.0,22.0,61.0,0
ATEN,A10 Networks Inc,10.8,37.9,10.8,187.5,59.029,15.0,8.066666603,885.44,3/21/2014,2121101,0.6,187.5,59.029,110.71,81314300.0,13 - 15,Priced Within Range,4.0,23.0,77.0,0
ATER,Aterian Inc,33.4,-95.2,-54.7,36.0,17.5408,10.0,0.0,175.408,6/12/2019,02156U101,-1.1,36.0,17.5408,26.8326,21699700.0,14 - 16,Priced Below Range,5.0,44.0,96.0,0
ATKR,Atkore Inc,65.8,20.0,40.1,192.0,62.4584,16.0,0.0,999.334,6/10/2016,47649108,12.3,192.0,62.4584,114.891,47473900.0,20 - 22,Priced Below Range,8.0,31.0,49.0,0
ATNX,Athenex Inc,-16.7,-166.2,-56.5,75.9,56.944,11.0,14.18181801,626.384,6/14/2017,04685N103,-1.3,75.9,56.944,37.6981,59340600.0,13-Nov,Priced Within Range,0.0,13.0,15.0,0
ATOM,Atomera Inc,545.1,-3928.5,-51.7,24.0,11.3232,7.5,7.733333111,84.924,8/5/2016,04965B100,-0.5,24.0,11.3232,32.4636,7743780.0,7.50 - 7.50,Priced Within Range,1.0,4.0,4.0,0
ATPAQ,ATP Oil & Gas Corp/United Stat,54.9,-28.4,-6.1,84.0,21.7857,14.0,0.0,305.0,2/5/2001,00208J108,3.8,84.0,21.7857,0.312719,163114.0,15 - 18,Priced Below Range,2.0,28.0,43.0,0
ATRC,AtriCure Inc,32.8,18.3,-9.3,55.2,11.9015,12.0,17.33333397,142.82,8/5/2005,04963C209,-0.3,55.2,11.9015,105.045,48854600.0,14-Dec,Priced Within Range,0.0,22.0,61.0,0
ATUS,Altice USA Inc,1.9,9.8,1.9,2151.73,246.751,30.0,9.033333778,22112.1,6/22/2017,02156K103,6.2,2151.73,246.751,121.565,328636000.0,27 - 31,Priced Within Range,4.0,6.0,97.0,0
AUXL,Auxilium Pharmaceuticals LLC,1.3,-4.5,-13.1,41.25,20.5871,7.5,-4.0,154.4,7/23/2004,05334D107,-0.2,41.25,20.5871,0.121517,62000.0,7.50 - 7.50,Priced Within Range,0.0,13.0,15.0,0
AVAV,AeroVironment Inc,12.8,-0.9,0.1,130.985,18.1565,17.0,40.76470566,308.66,1/23/2007,8073108,-0.3,130.985,18.1565,95.8338,23948000.0,14 - 16,Priced Above Range,8.0,45.0,98.0,1
AVEO,AVEO Pharmaceuticals Inc,602.6,-126.1,-27.6,89.7169,29.644,9.0,-0.111111112,266.8,3/12/2010,53588307,-1.7,89.7169,29.644,45.3416,15762200.0,13 - 15,Priced Below Range,0.0,21.0,29.0,0
AVGR,Avinger Inc,15.6,-171.8,-58.9,65.0,10.2298,13.0,3.846153736,132.987,1/30/2015,53734885,-66.4,65.0,10.2298,14.4318,1073100.0,14-Dec,Priced Within Range,0.0,22.0,78.0,0
AVIR,Atea Pharmaceuticals Inc,622.4,34.4,1.9,345.0,82.6169,24.0,26.41666603,1982.81,10/30/2020,04683R106,-1.0,345.0,82.6169,75.6732,63026400.0,22 - 24,Priced Within Range,0.0,21.0,29.0,0
AVLR,Avalara Inc,39.6,-17.9,-7.2,207.0,66.0582,24.0,87.25,1585.4,6/15/2018,05338G106,0.4,207.0,66.0582,105.229,93188300.0,21 - 23,Priced Above Range,1.0,5.0,81.0,1
AVNU,Avenue Financial Holdings Inc,19.1,17.7,0.6,31.625,10.2292,11.0,8.0,112.521,2/10/2015,05358K102,1.2,31.625,10.2292,100.0,10419900.0,13-Nov,Priced Within Range,3.0,9.0,91.0,0
AVO,Mission Produce Inc,3.4,5.0,2.7,110.4,70.5509,12.0,15.0,846.611,10/1/2020,60510V108,0.6,110.4,70.5509,23.7308,16769200.0,15 - 17,Priced Below Range,0.0,10.0,95.0,0
AVTR,Avantor Inc,15.5,7.7,5.0,3332.7,596.39,14.0,3.571428537,8349.46,5/17/2019,05352A100,1.6,3332.7,596.39,98.9465,667102000.0,14 - 15,Priced Within Range,0.0,22.0,32.0,0
AWK,American Water Works Co Inc,4.0,32.1,5.0,1358.23,165.173,21.5,-4.1860466,3551.22,4/23/2008,30420103,7.9,1358.23,165.173,95.108,172933000.0,24 - 26,Priced Below Range,7.0,46.0,99.0,0
AX,Axos Financial Inc,6.9,33.4,1.4,35.1003,8.29982,11.5,0.0,95.45,3/15/2005,05465C100,3.5,35.1003,8.29982,84.0314,50418300.0,13-Sep,Priced Within Range,3.0,20.0,100.0,0
AXNX,Axonics Inc,61.6,-44.4,-12.6,138.0,27.8386,15.0,-0.13333334,417.579,10/31/2018,05465P101,-1.1,138.0,27.8386,111.306,55129900.0,14 - 16,Priced Within Range,0.0,22.0,61.0,0
AXTA,Axalta Coating Systems Ltd,18.1,5.9,2.8,1121.25,229.069,19.5,6.410256386,4466.85,11/12/2014,N.A.,2.5,1121.25,229.069,111.872,246800000.0,18 - 21,Priced Within Range,6.0,14.0,101.0,0
AYR,Aircastle Ltd,-7.5,-36.1,-3.8,240.454,51.4465,23.0,15.652174,1183.27,8/8/2006,N.A.,10.6,240.454,51.4465,26.6925,9344690.0,21 - 23,Priced Within Range,3.0,26.0,66.0,0
AYX,Alteryx Inc,8.2,-33.5,-22.3,144.9,10.35,14.0,10.71428585,144.9,3/24/2017,02156B103,0.9,144.9,10.35,105.689,64688100.0,14-Dec,Priced Within Range,1.0,5.0,81.0,0
AZEK,AZEK Co Inc/The,31.1,7.9,5.3,879.463,116.031,23.0,18.04347801,2668.7,6/12/2020,05478C105,1.3,879.463,116.031,109.495,166586000.0,19 - 21,Priced Above Range,8.0,47.0,102.0,1
AZYO,Aziyo Biologics Inc,11.0,-52.4,-57.0,50.0004,7.827,17.0,-14.70588207,133.059,10/8/2020,05479K106,-1.4,50.0004,7.827,86.1118,8147000.0,16 - 18,Priced Within Range,0.0,21.0,29.0,0
BAH,Booz Allen Hamilton Holding Co,6.4,5.5,8.5,273.7,122.722,17.0,13.23529434,2086.27,11/17/2010,99502106,5.4,273.7,122.722,98.3987,130109000.0,17 - 19,Priced Within Range,0.0,7.0,8.0,0
BANC,Banc of California Inc,0.4,22.8,1.1,63.48,0.0,12.0,18.58333397,0.0,8/23/2002,05990K106,1.4,63.48,0.0,98.2349,58628300.0,12-Dec,Priced Within Range,3.0,20.0,100.0,0
BAND,Bandwidth Inc,43.0,-5.5,-2.0,83.26,4.0348,20.0,5.949999809,80.696,11/10/2017,05988J103,1.6,83.26,4.0348,109.072,25478400.0,20 - 22,Priced Within Range,1.0,5.0,82.0,0
BANX,ArrowMark Financial Corp,4.2,72.7,2.4,113.125,0.0,25.0,0.0,0.0,11/7/2013,861780104,-4.5,113.125,0.0,28.005,1988180.0,25 - 25,Priced Within Range,3.0,24.0,37.0,0
BASXQ,Basic Energy Services Inc,-27.4,-65.1,-39.0,287.5,33.7854,20.0,80.0,675.71,12/8/2005,06985P209,-0.8,287.5,33.7854,0.436604,108714.0,18 - 20,Priced Within Range,2.0,29.0,46.0,0
BAXSQ,Baxano Surgical Inc,27.5,-172.3,-61.9,94.875,19.6015,15.0,60.0,294.02,10/17/2007,71773105,-0.7,94.875,19.6015,0.132729,66000.0,14-Dec,Priced Above Range,0.0,22.0,78.0,1
BBDC,Barings BDC Inc,90.5,57.4,0.9,71.55,6.68677,15.0,6.666666508,100.3,2/15/2007,06759L103,-6.0,71.55,6.68677,51.9687,56558500.0,15 - 15,Priced Within Range,3.0,24.0,37.0,0
BBGI,Beasley Broadcast Group Inc,17.1,-0.5,-1.2,106.175,0.0,15.5,-8.870967865,0.0,2/10/2000,74014101,-0.0651732,106.175,0.0,33.3696,4300370.0,15 - 18,Priced Within Range,4.0,6.0,103.0,0
BBIO,Bridgebio Pharma Inc,745.1,-806.9,-64.9,399.5,123.5,17.0,62.05882263,2099.5,6/27/2019,10806X102,-3.4,399.5,123.5,102.645,153438000.0,14 - 16,Priced Above Range,0.0,21.0,29.0,1
BBW,Build-A-Bear Workshop Inc,61.1,11.4,18.9,172.086,19.5517,20.0,25.25,391.03,10/28/2004,120076104,1.8,172.086,19.5517,75.3705,11269500.0,18 - 20,Priced Within Range,5.0,17.0,104.0,0
BCAB,BioAtla Inc,-41.7,-38160.8,-43.8,217.35,31.0716,18.0,72.33333588,559.289,12/16/2020,09077B104,-1.8,217.35,31.0716,73.0568,33686800.0,15 - 17,Priced Above Range,0.0,21.0,29.0,1
BCC,Boise Cascade Co,44.7,8.9,30.6,284.117,43.2294,21.0,24.52380943,907.82,2/6/2013,09739D100,16.9,284.117,43.2294,104.918,41387900.0,18 - 20,Priced Above Range,8.0,47.0,105.0,1
BCML,BayCom Corp,-3.2,24.6,1.0,72.1358,10.7911,22.0,4.545454502,237.404,5/4/2018,07272M107,0.9,72.1358,10.7911,60.2467,7823150.0,21 - 23,Priced Within Range,3.0,9.0,70.0,0
BCOV,Brightcove Inc,6.9,2.5,-1.5,63.25,27.125,11.0,30.0,298.38,2/17/2012,10921T101,0.4,63.25,27.125,87.3955,36769200.0,12-Oct,Priced Within Range,1.0,5.0,82.0,0
BCSF,Bain Capital Specialty Finance,1.5,60.6,3.9,151.875,51.4821,20.25,-11.11111069,1042.51,11/15/2018,05684B107,4.1,151.875,51.4821,53.8677,34778200.0,20.25 - 21.25,Priced Within Range,3.0,24.0,37.0,0
BDSX,Biodesix Inc,19.6,-79.1,-63.5,72.0,26.2541,18.0,-28.83333397,472.574,10/28/2020,09075X108,-1.0,72.0,26.2541,10.0255,4220090.0,17 - 19,Priced Within Range,0.0,21.0,29.0,0
BE,Bloom Energy Corp,22.4,-16.9,-17.2,310.5,20.7,15.0,66.66666412,1591.0,7/25/2018,93712107,-0.3,310.5,20.7,89.7984,161079000.0,13 - 15,Priced Within Range,8.0,43.0,106.0,0
BEAM,Beam Therapeutics Inc,215917.0,-714.9,-25.1,206.999,51.2513,17.0,10.29411793,871.272,2/6/2020,07373V105,-1.0,206.999,51.2513,83.3965,58768700.0,15 - 17,Priced Within Range,0.0,21.0,29.0,0
BECN,Beacon Roofing Supply Inc,15.2,3.5,7.7,201.825,26.3591,13.0,23.0,342.67,9/23/2004,73685109,2.3,201.825,26.3591,112.369,73109500.0,14-Dec,Priced Within Range,5.0,17.0,93.0,0
BEE,Strategic Hotels & Resorts Inc,26.0,31.6,1.4,283.36,26.2541,14.0,2.5,367.56,6/24/2004,86272T106,0.7,283.36,26.2541,3.54e-12,1e-05,15 - 17,Priced Below Range,3.0,3.0,63.0,0
