,Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Offer Size (M),Shares Outstanding (M),Instit Owner (% Shares Out),Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup
123,1650928D US,Chicopee Bancorp Inc,7.8,12.4,0.4,81.9907,0,0,,0,7/20/2006,168565109,1,81.9907,0,,,10-Oct,,Financial,Savings&Loans,S&L/Thrifts-Eastern US
124,1655912D US,SolarWinds North America Inc,27.8,18.2,11.2,174.171,64.1863,12.5,10,802.33,5/20/2009,83416B109,2.6,174.171,64.1863,,,9.50 - 11.50,Priced Above Range,Technology,Software,Communications Software
125,1656874D US,Archipelago Holdings Inc,,,2.9,145.475,46.3109,11.5,6.956521511,532.58,8/12/2004,03957A104,,145.475,46.3109,,,11.50 - 11.50,Priced Within Range,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr
126,1664784D US,Gilead Pharmasset LLC,-12,-10165.5,-60.3,49.5,21.0198,9,0.777777791,189.18,4/27/2007,71715N106,-1.1,49.5,21.0198,,,10-Sep,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
127,1667565D US,LIN Media LLC,17.8,24.2,-0.7,430.1,47.56,22,13.63636398,1046.32,5/3/2002,532771102,0.9,430.1,47.56,0.00380388,1500,19 - 22,Priced Within Range,Communications,Media,Television
128,1667717D US,DemandTec Inc,4.2,-16.5,-15.9,66,26.1885,11,-15.090909,288.07,8/9/2007,24802R506,0.3,66,26.1885,,,12-Oct,Priced Within Range,Technology,Software,Decision Support Softwar
129,1672001D US,SI International Inc,10.5,3.7,3.4,60.9,8.43974,14,0,118.16,11/12/2002,78427V102,1.4,60.9,8.43974,,,14 - 16,Priced Within Range,Technology,Computers,Computer Services
130,1679143D US,Andina Acquisition Corp II,,,-2,40,0,10,-1,0,11/25/2015,N.A.,-0.3,40,0,,,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
131,1696855D US,Daseke Inc,7,3.6,5.2,199.599,19.9599,10,0,199.599,7/23/2015,42588J209,,199.599,19.9599,,,10-Oct,Priced Within Range,Industrial,Transportation,Transport-Truck
132,1702253D US,Towers Watson & Co,4.6,10.5,8,70,5.6,12.5,31,70,10/11/2000,891894107,8.2,70,5.6,0.00259202,1800,11.50 - 13.50,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Consulting Services
133,1705055D US,Netlogic I LLC,,,-6.9,69.3,18.8779,12,-4.083333492,226.53,7/9/2004,64118B100,,69.3,18.8779,,,14-Dec,Priced Within Range,Technology,Semiconductors,Electronic Compo-Semicon
134,1708781D US,Complete Genomics Inc,106,-374,-69.6,54,25.8091,9,-10.77777767,232.282,11/11/2010,20454K104,-1.6,54,25.8091,,,9-Sep,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Equipment
135,1709985D US,Chiesi USA Inc,14.4,-10.2,2.7,42,23.9069,7,1.428571463,167.35,5/27/2004,21924P103,0.7,42,23.9069,,,9-Jul,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Therapeutics
136,1712099D US,Waitr Holdings Inc,-10.8,-2.8,-42.7,250,25,10,0,0,5/26/2016,51476W206,-0.0194123,250,25,6.55088,4577820,10-Oct,Priced Within Range,Communications,Internet,E-Commerce/Services
137,1715399D US,Accredited Home Lenders Holdin,,,-6.5,84.46,18.4688,8,-9.375,147.75,2/14/2003,00437P107,,84.46,18.4688,,,10-Aug,Priced Within Range,Financial,Diversified Finan Serv,Finance-Mtge Loan/Banker
138,1719252D US,Haymaker Acquisition Corp,,,,330,33,10,0.100000002,0,10/25/2017,420870206,,330,33,0.687215,283476,10-Oct,Priced Within Range,"Consumer, Cyclical",Leisure Time,Recreational Centers
139,1719848D US,Education Realty Trust Inc,14.5,14.3,4.2,349.6,19.174,16,2.8125,306.78,1/26/2005,28140H203,2,349.6,19.174,0.801484,646033,16 - 18,Priced Within Range,Financial,REITS,REITS-Apartments
140,1729307D US,Conyers Park Acquisition Corp,,,,402.5,40.25,10,2.099999905,402.5,7/15/2016,212894208,,402.5,40.25,,,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
141,1730313D US,InfraSource Services LLC,16.3,2.6,4.5,111.8,39.1672,13,-2.692307711,509.17,5/7/2004,45684P102,1.7,111.8,39.1672,,,13 - 15,Priced Within Range,Industrial,Engineering&Construction,Building-Heavy Construct
142,173150Q US,Equinix Inc/Old,387.2,-297.1,-20.3,240,73.7729,12,9.375,885.27,8/11/2000,29444U106,-0.8,240,73.7729,,,12-Oct,Priced Within Range,Communications,Internet,Web Hosting/Design
143,1745597D US,Tesla Energy Operations Inc/DE,82.7,32.6,2.9,105.8,73.0795,8,47.375,584.64,12/13/2012,83416T100,-508777,105.8,73.0795,,,8-Aug,Priced Within Range,Energy,Energy-Alternate Sources,Energy-Alternate Sources
144,1752683D US,First Connecticut Bancorp Inc/,12.2,17.2,0.6,171.925,17.8802,10,10.80000019,178.8,6/30/2011,319850103,1.4,171.925,17.8802,0.356508,57936,10-Oct,Priced Within Range,Financial,Banks,Commer Banks-Eastern US
145,1753322D US,Neuberger Berman Realty Income,,,,410.1,0,15,0.200000003,0,4/25/2003,64126G109,,410.1,0,,,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
146,1762363D US,Sotera Defense Solutions Inc,,,5.3,59.8,9.03643,13,0.615384638,117.47,11/20/2009,37950B107,,59.8,9.03643,,,14 - 16,Priced Below Range,Communications,Internet,Internet Security
147,1763405D US,Alus Liquidation Corp,,,-70.7,53.3646,10.625,6,-2.5,63.75,8/18/2005,21211206,,53.3646,10.625,,,6-Jun,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Instruments
148,1766050D US,Paragon Commercial Corp,,28.2,0.9,28.7776,5.4497,34,2.941176414,185.29,6/16/2016,69911U403,2.7,28.7776,5.4497,0.174949,9553,33 - 35,Priced Within Range,Financial,Banks,Commer Banks-Southern US
149,1769019D US,ViaCell Inc,22.4,-38.6,-23.2,60.375,36.0725,7,24.0714283,252.51,1/21/2005,92554J105,-0.2,60.375,36.0725,,,9-Jul,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
150,1778214D US,HomeAway Inc,28.9,3,0.3,248.4,79.8298,27,48.92592621,2155.4,6/29/2011,43739Q100,1.5,248.4,79.8298,,,24 - 27,Priced Within Range,Communications,Internet,Internet Incubators
151,1780601D US,First Trust Strategic High Inc,,,,176,0,20,0,0,7/26/2005,337347108,,176,0,,,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
152,1793654D US,Highland Distressed Opportunit,-125.4,,-49.8,259.264,17.6176,15,0,264.26,2/22/2007,430067108,7.6,259.264,17.6176,,,15 - 15,Priced Within Range,Financial,Investment Companies,Investment Companies
153,1793839D US,Regency Energy Partners LP,92.7,-3.2,-1,283,19.5039,20,-0.949999988,390.08,1/31/2006,75885Y107,2,283,19.5039,,,19 - 21,Priced Within Range,Energy,Pipelines,Pipelines
154,1797629D US,Amgen Rockville Inc,,,-35.2,72,26.6754,12,0,320.1,10/30/2003,59509C105,,72,26.6754,,,14-Dec,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
155,1800354D US,Warner Music Group Corp,18.7,5.7,5.8,554.2,143.02,17,-3.529411793,2431.34,5/10/2005,934550104,,554.2,143.02,,,22 - 24,Priced Below Range,"Consumer, Cyclical",Entertainment,Music
156,1811045D US,Blue Buffalo Pet Products Inc,10.8,15.1,25.8,778.126,196.034,20,36,3920.68,7/22/2015,09531U102,0.9,778.126,196.034,0.669169,1309190,16 - 18,Priced Above Range,"Consumer, Non-cyclical",Food,Food-Misc/Diversified
157,1812209D US,Match Group Inc/old,24.7,9.3,8.8,460,38.3333,12,22.83333397,400,11/19/2015,57665R106,3.5,460,38.3333,52.3671,38868900,14-Dec,Priced Within Range,Communications,Internet,E-Commerce/Services
158,1813314D US,Danisco US Inc/California,7.1,6.3,3.5,126,58.8565,18,20.13888931,1059.42,7/28/2000,368709101,1,126,58.8565,,,16 - 18,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
159,1816375D US,Caesars Holdings Inc,4.1,-13.6,-3,18.747,125.026,9,71,1125.23,2/8/2012,127686103,1.4,18.747,125.026,14.3566,98203600,10-Aug,Priced Within Range,"Consumer, Cyclical",Lodging,Casino Hotels
160,1817382D US,DCT Industrial Trust Inc,8,24.3,3,199.675,168.355,12.25,0.816326559,2062.35,12/13/2006,233153204,2.6,199.675,168.355,1.01302,954305,11.50 - 12.50,Priced Within Range,Financial,REITS,REITS-Warehouse/Industr
161,1818713D US,Ceres Inc,13.1,-1035.1,-140.4,74.75,24.2279,13,13.84615421,314.96,2/22/2012,156773400,-3.7,74.75,24.2279,,,16 - 17,Priced Below Range,"Consumer, Non-cyclical",Biotechnology,Agricultural Biotech
162,1820099D US,Capitol Acquisition Corp,,,-0.3,262.49,26.249,10,0,262.49,11/8/2007,1.41E+207,0.0707007,262.49,26.249,,,10-Oct,Priced Within Range,Financial,REITS,REITS-Mortgage
163,1824551D US,Alterra Mountain Co,-2.8,7.1,3,215.626,45.007,12,-0.833333314,540.08,1/31/2014,46090K109,1.5,215.626,45.007,0.0355024,14138,15 - 17,Priced Below Range,"Consumer, Cyclical",Leisure Time,Leisure&Rec/Games
164,1832555D US,Array BioPharma Inc,15.1,-84.7,-23.7,48.75,21.3674,7.5,16.66666603,160.26,11/17/2000,04269X105,-0.6,48.75,21.3674,11.0815,24722300,11-Sep,Priced Below Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
165,1833548D US,RNI Wind Down Corp,-66.9,-204.4,-29.5,120,102.088,12,8.854166985,1225.06,2/16/2001,769320102,-0.5,120,102.088,,,13-Nov,Priced Within Range,Communications,Telecommunications,Networking Products
166,1835647D US,Madison Strategic Sector Premi,,,,110,0,20,0,0,4/26/2005,558268108,,110,0,29.2825,1697890,20 - 20,Priced Within Range,Funds,Equity Fund,Unclassified
167,1837321D US,Mavenir Systems Inc,28.1,-20,-21.1,55.953,23.2596,10,-4.5,232.6,11/7/2013,577675101,-0.6,55.953,23.2596,,,15 - 17,Priced Below Range,Technology,Software,Communications Software
168,1838130D US,Hycroft Mining Holding Corp,135.3,-79.9,-40.2,208,20.8,10,0,208,2/8/2018,624745204,-0.6,208,20.8,,,10-Oct,Priced Within Range,Basic Materials,Mining,Precious Metals
169,1841559D US,Lanyon Solutions Inc,24.1,-10.2,-6.8,189.75,52.9825,15,6,794.74,5/25/2011,00506D100,0.4,189.75,52.9825,,,16 - 18,Priced Below Range,Communications,Internet,E-Marketing/Info
170,1842126D US,NuStar GP Holdings LLC,,,30,379.5,42.5,22,0,935,7/14/2006,67059L102,1.1,379.5,42.5,0.013829,5940,22 - 24,Priced Within Range,Energy,Pipelines,Pipelines
171,1846567D US,Information Services Group Inc,11.5,5.5,8.3,258.75,0,8,1.875,0,2/1/2007,45675Y203,,258.75,0,,,8-Aug,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Consulting Services
172,1846987D US,Far Point Acquisition Corp,,,-0.3,632.5,63.25,10,1.600000024,632.5,6/12/2018,30734W208,-0.0672484,632.5,63.25,27.4359,17353200,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
173,1849818D US,Advent Claymore Convertible Se,,,,636.118,0,20,0,0,5/25/2007,7639107,,636.118,0,1.9063,521704,20 - 20,Priced Within Range,Funds,Debt Fund,Unclassified
174,1850242D US,EQT RE Merger Sub Inc,40.7,-27.5,-1.6,1050,133.524,21,4.285714149,2804,1/24/2014,762760106,3,1050,133.524,0.00178395,4068,,,Energy,Oil&Gas,Oil Comp-Explor&Prodtn
175,1850925D US,VCA Inc,17.9,8.3,6.4,173.7,34.2162,10,-6.599999905,342.16,11/20/2001,918194101,4.8,173.7,34.2162,0.0445381,36196,14-Dec,Priced Below Range,"Consumer, Non-cyclical",Pharmaceuticals,Veterinary Diagnostics
176,1851868D US,Motive Inc,,-50.5,1.6,50,25.1554,10,1.5,251.55,6/25/2004,61980V107,-0.5,50,25.1554,,,13-Nov,Priced Below Range,Technology,Software,Applications Software
177,1851869D US,Northeast Midstream Partners L,8.8,40.6,2.2,422.625,34.5978,21,25.76190567,726.554,10/15/2014,257454108,2.2,422.625,34.5978,106.057,134276000,19 - 21,Priced Within Range,Energy,Pipelines,Pipelines
178,1853195D US,OpenTable Inc,17.5,17.5,8,69,22.0546,20,59.45000076,441.09,5/21/2009,68372A104,2.8,69,22.0546,,,16 - 18,Priced Above Range,Communications,Internet,E-Commerce/Services
179,1854789D US,Nikola Corp,,,-67.5,230,23.8,10,0,238,5/16/2018,92243N202,-0.7,230,23.8,26.4303,7833940,10-Oct,Priced Within Range,"Consumer, Cyclical",Auto Manufacturers,Auto-Med&Heavy Duty Trks
180,1855237D US,Purple Innovation Inc,11.9,0.5,-6.8,155.25,15.525,10,0.100000002,155.25,7/30/2015,37954X204,-0.4,155.25,15.525,,,10-Oct,Priced Within Range,"Consumer, Cyclical",Home Furnishings,Home Furnishings
181,1855568D US,Avedro Inc,37.3,-90.7,,70,17.0606,14,-12.21428585,238.848,2/14/2019,05355N109,-15.8,70,17.0606,0.000582001,101.971,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products
182,1855817D US,Intelligent Bio Solutions Inc,-77.9,-1900,-48.5,21.6002,0,17,,0,12/23/2020,N.A.,-0.2,21.6002,0,4.65521,854370,16 - 18,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
183,1856613D US,Monsanto Co,8.4,15.4,11.3,700,255,20,20,5100,10/18/2000,61166W101,7.3,700,255,0.683214,3014920,21 - 24,Priced Below Range,Basic Materials,Chemicals,Agricultural Chemicals
184,1857470D US,Helios Strategic Mortgage Inco,,,,151.95,0,15,0,0,7/24/2002,42327M109,,151.95,0,,,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
185,1857889D US,Digital Media Solutions Inc,28.5,0.5,0.9,200,20,10,-0.699999988,200,2/13/2018,N.A.,0.5,200,20,,,10-Oct,Priced Within Range,Communications,Internet,E-Marketing/Info
186,1858847D US,Alta Equipment Group Inc,38.8,-1.7,0.4,143.75,14.8,10,0,148,4/9/2019,05586Y205,0.9,143.75,14.8,13.5652,1950000,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Rental Auto/Equipment
187,1860591D US,Fisker Inc,,-444661,-33.5,552,0,10,0.699999988,0,8/10/2018,846784114,-1,552,0,0.140399,77500,10-Oct,Priced Within Range,"Consumer, Cyclical",Auto Manufacturers,Auto-Cars/Light Trucks
188,1861206D US,Logicvision Inc,,,-10.3,45.765,14.1027,9,6.777777672,126.92,10/31/2001,54140W305,,45.765,14.1027,,,11-Sep,Priced Within Range,Technology,Semiconductors,Semiconductor Equipment
189,1861474D US,QuantumScape Corp,,,-3.3,230,23,10,0.5,230,6/26/2020,490073202,-0.3,230,23,0.521739,150000,10-Oct,Priced Within Range,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig
190,1863976D US,Envivio Inc,-3.8,-37.5,-14.5,69.795,26.6577,9,-5.666666508,239.92,4/25/2012,29413T106,-0.2,69.795,26.6577,,,,,Communications,Internet,Internet Connectiv Svcs
191,1865332D US,TerraForm Global Inc,72.6,-24.7,-2.9,675,117.506,15,-6.666666508,1762.59,7/31/2015,88104M101,-0.1,675,117.506,0.0814305,91284,15 - 15,Priced Within Range,Energy,Energy-Alternate Sources,Energy-Alternate Sources
192,1866165D US,Small Cap Premium & Dividend I,,,,340,0,20,0,0,7/26/2005,83165P101,,340,0,,,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
193,1866284D US,Haymaker Acquisition Corp II,,,,400,40,10,1,400,6/7/2019,42087L200,-0.0676374,400,40,0.00281564,3096,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
194,1866419D US,Golden Nugget Online Gaming In,40.7,62,36.4,316.25,31.625,10,0.100000002,316.25,5/7/2019,51476X204,-1.3,316.25,31.625,12.0816,3820800,10-Oct,Priced Within Range,"Consumer, Cyclical",Entertainment,Internet Gambling
195,1866425D US,Advent Technologies Holdings I,,-290.3,-26.5,220.521,22.0521,10,0,220.521,11/16/2018,00165R200,-0.7,220.521,22.0521,,,10-Oct,Priced Within Range,Energy,Energy-Alternate Sources,Energy-Alternate Sources
196,1868884D US,Velodyne Lidar Inc,-35,-342.7,-50.2,243.765,24.3765,10,0,243.765,10/16/2018,384278206,,243.765,24.3765,0.528685,128875,10-Oct,Priced Within Range,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig
197,1870437D US,CarLotz Inc,,-15.4,-25.6,305.573,30.5573,10,0,305.573,2/22/2019,4285201,-1,305.573,30.5573,0.328448,100365,10-Oct,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Automobile
198,1871321D US,US Well Services Inc,2.6,-28.1,-19.8,325,32.5,10,0.100000002,325,3/10/2017,57682V205,-0.6,325,32.5,,,10-Oct,Priced Within Range,Energy,Oil&Gas Services,Oil-Field Services
199,1872495D US,Schultze Special Purpose Acqui,,,0.1,130,13,10,-0.5,130,12/11/2018,80821R208,-0.2,130,13,0.980169,115087,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
200,1873532D US,Change Healthcare Holdings Inc,9.3,-6.5,-1.9,422.453,88.4678,15.5,6.580645084,1371.25,8/12/2009,29084T104,,422.453,88.4678,,,13.50 - 15.50,Priced Within Range,Technology,Software,Data Processing/Mgmt
201,1873939D US,Fortegra Financial Corp,35.7,6.5,3,66,20.2567,11,0,222.82,12/17/2010,34954W104,2,66,20.2567,,,11-Nov,Priced Within Range,Financial,Insurance,Multi-line Insurance
202,1874838D US,Phunware Inc,6.4,-502.8,-135.9,69.006,6.9006,10,-0.300000012,69.006,8/19/2016,N.A.,,69.006,6.9006,,,10-Oct,Priced Within Range,Technology,Software,Enterprise Software/Serv
203,1875234D US,Custom Truck One Source Inc,285.5,-15.5,-0.5,402.5,40.25,10,0.200000003,402.5,8/16/2017,N.A.,0.5,402.5,40.25,0.609906,306859,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Rental Auto/Equipment
204,1876381D US,Aleritas Capital Corp,36.2,19.2,-14.2,51.451,10,6,0,60,7/13/2005,01449F202,2.1,51.451,10,,,6-Jun,Priced Within Range,Financial,Diversified Finan Serv,Finance-Commercial
205,1876917D US,NuPathe Inc,,,-231.3,50,14.5462,10,-3.900000095,145.46,8/6/2010,67059M100,-1.3,50,14.5462,,,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
206,1878384D US,Anacor Pharmaceuticals Inc,298.1,-74.3,-34,66.9133,27.997,5,1.799999952,139.99,11/24/2010,32420101,-1.2,66.9133,27.997,,,5-May,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
207,1881651D US,Tercica Inc,,,-33.5,56.925,23.5558,9,0,212.002,3/17/2004,88078L105,,56.925,23.5558,,,13-Nov,Priced Below Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
208,1884811D US,Zipcar Inc,,,3.8,200.461,40.0694,18,55.55555725,721.25,4/14/2011,98974X103,,200.461,40.0694,,,14 - 16,Priced Above Range,"Consumer, Non-cyclical",Commercial Services,Rental Auto/Equipment
209,1885525D US,VeriFone Systems Inc,-6,-9.2,-3.2,177.1,65.0548,10,7.5,650.55,4/29/2005,92342Y109,1.4,177.1,65.0548,0.612901,678724,10-Oct,Priced Within Range,Technology,Computers,Computers-Integrated Sys
210,1885807D US,athenahealth Inc,12.6,4.3,8.7,130.137,31.6004,18,97.22222137,568.81,9/20/2007,04685W103,6,130.137,31.6004,3.08518,1270420,14 - 16,Priced Above Range,Technology,Software,Medical Information Sys
211,1886994D US,ORATEC Interventions Inc,,,1,56,20.4911,14,83.0357132,286.875,4/4/2000,68554M108,,56,20.4911,,,13 - 15,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Instruments
212,1888299D US,Advisory Board Co/The,4.5,11.3,3.5,109.25,12.2439,19,27.63157845,232.63,11/13/2001,00762W107,2.7,109.25,12.2439,0.069886,28484.8,17 - 19,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Consulting Services
213,1889180D US,PlanetOut Inc,,,-49.8,48.1275,16.1404,9,15.55555534,145.26,10/14/2004,727058208,,48.1275,16.1404,,,11-Sep,Priced Within Range,Communications,Internet,E-Commerce/Services
214,1890494D US,SP Bancorp Inc,-9.2,9.4,0.3,17.25,0,10,-6,0,11/1/2010,78468K106,5.4,17.25,0,,,10-Oct,Priced Within Range,Financial,Savings&Loans,S&L/Thrifts-Central US
215,1890799D US,BlackRock Credit Allocation In,,,,1013.75,0,25,0,0,3/26/2003,09255H105,,1013.75,0,,,25 - 25,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
216,1893091D US,Bristol West Holdings Inc,,,3.8,345,30.625,20,14,612.5,2/11/2004,11037M105,,345,30.625,,,19 - 21,Priced Within Range,Financial,Insurance,Property/Casualty Ins
217,1893407D US,Achillion Pharmaceuticals Inc,,,-28.3,59.5125,15.5236,11.5,7.739130497,178.52,10/26/2006,00448Q201,-0.4,59.5125,15.5236,49.1272,68801000,14 - 16,Priced Below Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
218,1898133D US,Body Central Corp,-8.8,-14.9,-68.1,74.75,16.1557,13,0,210.02,10/15/2010,09689U201,-8.3,74.75,16.1557,0.352807,5850,14 - 16,Priced Below Range,"Consumer, Cyclical",Retail,Retail-Apparel/Shoe
219,1898502D US,Origen Financial Inc,-21.6,-4.2,-0.0756053,69.0072,24.5025,8,0,196.02,5/6/2004,6.86E+212,6.6,69.0072,24.5025,,,10-Aug,Priced Within Range,Financial,REITS,REITS-Mortgage
220,1899192D US,Baltic Trading Ltd,26.5,-44.5,-10.8,228.2,16.766,14,-0.285714299,234.72,3/10/2010,N.A.,0.0194589,228.2,16.766,,,14 - 16,Priced Within Range,Industrial,Transportation,Transport-Marine
221,1899263D US,Instructure Inc,23.3,-31.2,-25.2,80.96,27.1956,16,12.5,435.13,11/13/2015,45781U103,0.5,80.96,27.1956,24.669,9439140,16 - 18,Priced Within Range,Technology,Software,Educational Software
222,1899786D US,Intact Insurance Group USA Hol,0.6,8.9,1.8,690,24,25,4.039999962,600,11/9/2006,N.A.,0.5,690,24,0.0360645,8290,24 - 26,Priced Within Range,Financial,Insurance,Property/Casualty Ins
223,1899843D US,Clayton Holdings Inc,,,-59.8,146.625,20.5183,17,23.52941132,348.81,3/23/2006,18418N107,,146.625,20.5183,,,15 - 17,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance
224,1901329D US,Advantage Solutions Inc,14.1,1.5,1.2,450,45,10,2.299999952,450,7/18/2019,212896203,0.4,450,45,19.4264,10927300,10-Oct,Priced Within Range,Communications,Advertising,Advertising Services
225,1901522D US,AuthenTec Inc,,,-4.5,82.5,26.0001,11,-9.090909004,286,6/26/2007,52660107,,82.5,26.0001,,,11-Sep,Priced Within Range,Technology,Semiconductors,Electronic Compo-Semicon
226,1902177D US,Nextel Partners Inc,,,23.9,470,158.928,20,50.625,3178.56,2/23/2000,65333F107,,470,158.928,0.00510317,10700,16 - 18,Priced Above Range,Communications,Telecommunications,Cellular Telecom
227,1903130D US,Regal Entertainment Group,-1,3.5,4,393.3,130.782,19,14.47368431,2484.86,5/9/2002,758766109,2.6,393.3,130.782,1.15411,1538520,16 - 18,Priced Above Range,"Consumer, Cyclical",Entertainment,Theaters
228,1903510D US,SI Financial Group Inc,6.5,16.9,0.6,39.1,0,10,12,0,10/1/2004,78425V104,1.7,39.1,0,0.50875,61224,10-Oct,Priced Within Range,Financial,Savings&Loans,S&L/Thrifts-Eastern US
