,Date,Company Name,Ticker,Sector,Price ($),Size (M),1,2,3,Rank,Turnover,Gain,Year
184,Feb 16,FARMMI INC.,FAMI,Consumer-Non-Durables,4.0,1,VWTR,,,,6.2%,54.5%,2018
185,Feb 14,,,,9.9,1,BNCH,,,,45.2%,23.3%,2018
186,Feb 14,Motus GI Holdings Inc.,MOTS,Health-Care,5.0,3,OPPN,PPRJ,,,18.6%,-12.4%,2018
187,Feb 9,,,,10.0,9,BAML,SMNS,,,20.8%,-10%,2018
188,Feb 9,Cardlytics Inc.,CDLX,Technology,13.0,5,BAML,JPM,,,57.3%,2.8%,2018
189,Feb 8,Evolus Inc.,EOLS,Health-Care,12.0,5,CNTR,MIZU,,,26.2%,-4.2%,2018
190,Feb 8,,,,11.0,10,CRNS,CRNS,CITI,,59.2%,2.3%,2018
191,Feb 8,Mudrick Capital Acquisition Corporation,MUDSU,Finance,10.0,20,CNTR,,,,13%,0%,2018
192,Feb 8,Victory Capital Holdings Inc.,VCTR,Finance,13.0,11,BAML,JPM,MS,,32.2%,-10.8%,2018
193,Feb 8,Cactus Inc.,WHD,Energy,19.0,23,CITI,CS,,,65%,6.6%,2018
194,Feb 5,,,,5.0,4,BOTD,,,,5.8%,-28.2%,2018
195,Feb 2,,,,18.0,19,CS,MS,,,65.7%,14.5%,2018
196,Feb 2,Central Puerto S.A.,CEPU,Public-Utilities,16.5,20,BAML,JPM,,,31.2%,7.3%,2018
197,Feb 1,Corporacion America Airports SA,CAAP,Transportation,17.0,28,OPPN,,,,36.4%,-3.5%,2018
198,Feb 1,One Stop Systems Inc.,OSS,Technology,5.0,3,ROTH,,,,37.2%,-2.4%,2018
199,Feb 1,,,,19.0,39,CS,MS,UBS,,35.7%,-7.4%,2018
200,Feb 1,,,,18.5,818,ROTH,TPNT,,,19.3%,-18.2%,2018
201,Feb 1,Sol-Gel Technologies Ltd.,SLGL,Health-Care,12.0,6,JEFF,BMO,,,39%,13.7%,2018
202,Feb 1,VICI Properties Inc.,VICI,Consumer-Services,20.0,60,BAML,GS,MS,,40.7%,0.9%,2018
203,Jan 30,,,,10.0,5,ERLY,,,,15.8%,0.7%,2018
204,Jan 26,PlayAGS Inc.,AGS,Consumer-Durables,16.0,10,CS,DB,,,52.5%,15.6%,2018
205,Jan 26,Solid Biosciences Inc.,SLDB,Health-Care,16.0,7,GS,JPM,LRNK,,42.3%,41.4%,2018
206,Jan 26,,,,15.0,5,BAML,EVCR,LRNK,,42%,12.5%,2018
207,Jan 25,Eyenovia Inc.,EYEN,Health-Care,10.0,2,LDNT,ROTH,,,39.2%,-0.8%,2018
208,Jan 25,,,,10.0,12,FBR,,,,22.2%,0%,2018
209,Jan 25,Gates Industrial Corporation plc,GTES,Technology,19.0,38,CITI,MS,UBS,,51.6%,-2.6%,2018
210,Jan 25,,,,17.0,7,GGNH,JEFF,PPRJ,,75%,68.9%,2018
211,Jan 24,PagSeguro Digital Ltd.,PAGS,Technology,21.5,105,GS,MS,,,54%,35.8%,2018
212,Jan 19,Nine Energy Service Inc.,NINE,Energy,23.0,7,GS,JPM,WLFG,,88.3%,13.5%,2018
213,Jan 19,ADT Inc.,ADT,Consumer-Services,14.0,105,GS,MS,,,64.9%,-11.5%,2018
214,Jan 19,,,,16.0,45,BAML,JPM,RBC,,40.1%,11.1%,2018
215,Jan 12,,,,10.0,30,BAML,DB,,,7.3%,0.1%,2018
216,Jan 12,,,,24.0,20,CITI,RBC,UBS,,37.6%,-2.7%,2018
217,Jan 12,Liberty Oilfield Services Inc.,LBRT,Energy,17.0,12,GS,MS,WLFG,,82.1%,27.9%,2018
218,Jan 10,,,,10.0,25,DB,GS,,,13.7%,0.2%,2018
219,Jan 10,Cue Biopharma Inc.,CUE,Health-Care,7.5,8,FLTI,MDBC,,,4%,55.1%,2018
220,Jan 10,Microsoft Corporation,MSFT,Technology,7.5,8,FLTI,MDBC,,,4%,55.1%,2018
221,Dec 27,Puhui Wealth Investment Management Co Ltd,PHCF,,6.0,2,,,,,0.7%,-0.8%,2018
222,Dec 19,Mercantil Bank Holding Corporation,AMTB,Finance,13.0,6,KBW,RAYJ,,,8.8%,0%,2018
223,Dec 18,Aptorum Group Limited,APM,,15.8,1,,BOTD,CRNS,,1.2%,-9.2%,2018
224,Dec 14,Legacy Housing Corporation,LEGH,Basic-Industries,12.0,4,CHRD,,,,69.6%,0.2%,2018
225,Dec 14,360 Finance Inc,QFIN,Finance,16.5,3,,FBR,,,19.3%,0%,2018
226,Dec 13,,,,10.0,25,,CITI,GS,,7%,0.1%,2018
227,Dec 12,encent Music Entertainment Group,TME,,13.0,82,BAML,DB,GS,,73.5%,7.7%,2018
228,Dec 11,Schultze Special Purpose Acquisition Corp,SAMAU,Finance,10.0,13,BTIG,ERLY,,,19.3%,-0.5%,2018
229,Dec 7,,,,11.0,11,EVCR,JEFF,LRNK,,5.5%,14.6%,2018
230,Dec 7,DiaMedica Therapeutics Inc,DMAC,Health-Care,10.0,4,CHLM,,,,27.4%,-69%,2018
231,Dec 7,Moderna Inc,MRNA,Health-Care,23.0,26,GS,JPM,MS,,49.4%,-19.1%,2018
232,Dec 6,MOGU Inc,MOGU,Miscellaneous,14.0,4,CRNS,CS,MS,,71.6%,0%,2018
233,Nov 28,Medalist Diversified REIT Inc,MDRR,Consumer-Services,10.0,240,MXIM,,,,8.9%,-6%,2018
234,Nov 21,,,,5.8,3,CNTR,,,,1.4%,0%,2018
235,Nov 20,Tiziana Life Sciences plc,TLSA,Health-Care,9.9,442,LDLW,,,,3.9%,-15.7%,2018
236,Nov 20,TuanChe Limited,TC,Miscellaneous,7.8,2,,,,,7.8%,0.4%,2018
237,Nov 16,,,,10.0,20,JEFF,,,,17.8%,0%,2018
238,Nov 16,,,,10.0,20,BAML,MQRE,,,31%,0%,2018
239,Nov 16,,,,10.0,30,CNTR,,,,6.8%,0.4%,2018
0,Feb 7,Alector Inc.,ALEC,,19.0,9,MS,BAML,COWN,,39.2%,-4.8%,2019
1,Feb 14,Avedro Inc,AVDR,,14.0,5,BAML,JPM,,,68.2%,-11.8%,2019
2,Jan 8,,,,4.0,1,WPRK,,,,10%,48.5%,2019
3,Jan 31,New Fortress Energy LLC,NFE,,14.0,20,MS,BRCL,CITI,,20.2%,-6.6%,2019
4,Feb 8,Harpoon Therapeutics Inc.,HARP,,14.0,5,CITI,LRNK,,,24.3%,-3.6%,2019
5,Feb 8,Gossamer Bio Inc.,GOSS,,16.0,17,BAML,LRNK,BRCL,,34.2%,12.1%,2019
6,Feb 12,,,,11.5,2,OPPN,,,,24.5%,-6.1%,2019
7,Feb 14,,,,15.0,5,JEFF,LRNK,BMO,,12.3%,0.5%,2019
8,Feb 15,Stealth BioTherapeutics Corp.,MITO,,12.0,6,JEFF,EVCR,BMO,,17.5%,-0.8%,2019
9,Feb 15,Hoth Therapeutics Inc.,HOTH,,5.6,1,LDLW,BNCH,,,2.1%,52.3%,2019
10,Feb 26,Super League Gaming Inc.,SLGG,,11.0,2,,NLND,,,63.1%,-22.7%,2019
11,Feb 28,,,,15.0,5,GS,JPM,MS,,23.3%,-5.1%,2019
12,Mar 7,ShockWave Medical Inc.,SWAV,,17.0,5,MS,BAML,,,55.5%,79.4%,2019
13,Mar 8,,,,12.0,7,CS,GS,UBS,,96.5%,27.7%,2019
14,Mar 20,UP Fintech Holding Limited,TIGR,,8.0,13,CITI,DB,,,168.6%,36.5%,2019
15,Mar 21,Levi Strauss & Co.,LEVI,,17.0,36,GS,JPM,,,118.2%,31.8%,2019
16,Mar 28,Precision BioSciences Inc.,DTIL,,16.0,7,BRCL,GS,JPM,,48.9%,9%,2019
17,Mar 29,Lyft Inc.,LYFT,,72.0,32,JPM,CS,JEFF,,219.6%,8.7%,2019
18,Apr 2,Powerbridge Technologies Co. Ltd.,PBTS,,5.0,1,MXIM,BNCH,,,42.1%,2.8%,2019
19,Apr 4,Tradeweb Markets Inc.,TW,,27.0,40,JPM,CITI,GS,,81.6%,32.6%,2019
20,Apr 3,,,,12.5,10,CITI,UBS,,,78.9%,-37.2%,2019
21,Apr 4,Silk Road Medical Inc.,SILK,,20.0,6,JPM,BAML,,,98.4%,80.9%,2019
22,Apr 4,NGM Biopharmaceuticals Inc.,NGM,,16.0,6,GS,CITI,COWN,,29.9%,-8.1%,2019
23,Apr 5,Guardion Health Sciences Inc.,GHSI,,4.0,1,WLBT,WPRK,,,24.4%,-8%,2019
24,Apr 12,JUMIA Technologies AG,JMIA,,14.5,13,MS,CITI,RBC,,69.9%,75.6%,2019
25,Apr 11,,,,14.0,7,JPM,BRCL,JEFF,,81.8%,36.4%,2019
26,Apr 11,PagerDuty Inc.,PD,,24.0,9,ALLN,JPM,MS,,102.4%,59.4%,2019
27,Apr 18,Zoom Video Communications Inc.,ZM,,36.0,20,MS,JPM,GS,,123.2%,72.2%,2019
28,Apr 18,Pinterest Inc.,PINS,Choose Sector,19.0,75,GS,JPM,ALLN,,116.1%,28.4%,2019
29,Apr 18,HOOKIPA Pharma Inc.,HOOK,,14.0,6,BAML,RBC,,,26.6%,0%,2019
30,Apr 18,Greenlane Holdings Inc.,GNLN,,17.0,6,COWN,CNCD,,,103.2%,37.2%,2019
31,Apr 18,Brigham Minerals Inc.,MNRL,,18.0,14,CS,GS,RBC,,56.5%,10.7%,2019
32,May 2,Beyond Meat Inc.,BYND,Consumer Non-Durables,25.0,9,GS,JPM,CS,,240.2%,163%,2019
33,May 10,Uber Technologies Inc.,UBER,Transportation,45.0,180,MS,GS,BAML,,103.5%,-7.6%,2019
34,May 3,Yunji Inc.,YJ,,11.0,11,MS,CS,JPM,,79.6%,28.6%,2019
35,May 3,SciPlay Corporation,SCPL,,16.0,22,BAML,JPM,DB,,79.1%,-4.7%,2019
36,May 3,Red River Bancshares Inc.,RRBI,,45.0,6,FIGP,STPH,,,2.5%,11.7%,2019
37,May 7,Trevi Therapeutics Inc.,TRV,,10.0,5,LRNK,Stifel,BMO,,24.9%,-21.1%,2019
38,May 8,Parsons Corporation,PSN,,27.0,18,GS,BAML,MS,,80%,11.4%,2019
39,May 9,South Plains Financial Inc.,SPFI,,17.5,3,KBW,SNDL,,,42.6%,1.2%,2019
40,May 9,NextCure Inc.,NXTC,,15.0,5,MS,BAML,PPRJ,,32.9%,32.7%,2019
41,May 9,Milestone Pharmaceuticals Inc.,MIST,,15.0,5,JEFF,COWN,PPRJ,,17.9%,2.5%,2019
42,May 9,Mayville Engineering Company Inc.,MEC,,17.0,6,BARD,CITI,JEFF,,45%,-3.1%,2019
43,May 9,HeadHunter Group PLC,HHR,,13.5,16,MS,GS,CS,,57.3%,16.7%,2019
44,May 9,Cortexyme Inc.,CRTX,,17.0,4,BAML,CS,,,30.6%,93.5%,2019
45,May 9,Axcella Health Inc.,AXLA,,20.0,3,GS,JPM,,,45.5%,-31%,2019
46,May 10,Sonim Technologies Inc.,SONM,,11.0,3,OPPN,,,,36.5%,-0.1%,2019
47,May 10,Jiayin Group Inc.,JFIN,,10.5,3,ROTH,SNWN,,,43.5%,53.8%,2019
48,May 13,Applied Therapeutics Inc.,APLT,,10.0,4,CITI,COWN,UBS,,33.6%,-6%,2019
49,May 15,,,,17.0,4,Stifel,BMO,,,23.7%,0%,2019
50,May 17,,,,17.0,33,CS,MS,,,117.4%,19.9%,2019
51,May 17,Fastly Inc.,FSLY,,16.0,11,BAML,CS,CITI,,141.9%,49.9%,2019
52,May 17,Avantor Inc.,AVTR,,14.0,207,GS,JPM,BAML,,18.9%,3.6%,2019
53,May 23,Rattler Midstream Partners LP,RTLR,,17.5,38,CS,BAML,JPM,,40.5%,9.9%,2019
54,May 23,IDEAYA Biosciences Inc.,IDYA,,10.0,5,JPM,CITI,JEFF,,34.4%,11.9%,2019
55,May 23,Bicycle Therapeutics Limited,BCYC,,14.0,4,GS,JEFF,PPRJ,,22.8%,-14.3%,2019
56,Jun 6,,,,10.5,19,CS,DB,,,69.1%,-0.2%,2019
57,Jun 7,Revolve Group Inc.,RVLV,,18.0,11,MS,CS,BAML,,160.6%,88.9%,2019
58,Jun 12,CrowdStrike Holdings Inc.,CRWD,,34.0,18,GS,JPM,BAML,,107.9%,70.6%,2019
59,Jun 12,,,,10.0,3,ROTH,,,,27.7%,0%,2019
60,Jun 20,,,,26.0,118,DPO,,,,104%,55%,2019
61,Jun 20,,,,17.0,7,MS,BAML,COWN,,29.3%,-20%,2019
62,Jun 20,Personalis Inc.,PSNL,,17.0,7,MS,BAML,COWN,,79%,67.6%,2019
63,Jun 20,Grocery Outlet Holding Corp.,GO,,22.0,17,BAML,MS,DB,,77.9%,29.6%,2019
64,Jun 20,Atreca Inc.,BCEL,,17.0,7,COWN,EVCR,Stifel,,34.1%,6.2%,2019
65,Jun 20,Akero Therapeutics Inc.,AKRO,,16.0,5,JPM,JEFF,EVCR,,51.9%,14.5%,2019
66,Jun 26,,,,9.4,32,GS,MS,JEFF,,14.7%,-2.9%,2019
67,Jun 26,Cambium Networks Corporation,CMBM,,12.0,5,JPM,GS,,,72.4%,-19.2%,2019
68,Jun 26,,,,20.0,70,MS,BAML,UBS,,2.5%,0.8%,2019
69,Jun 27,Morphic Holding Inc.,MORF,,15.0,6,JEFF,COWN,BMO,,17.5%,20%,2019
70,Jun 27,Change Healthcare Inc.,CHNG,,13.0,42,BRCL,GS,JPM,,42.6%,15.4%,2019
71,Jun 27,BridgeBio Pharma Inc.,BBIO,,17.0,20,JPM,GS,JEFF,,24.3%,62.1%,2019
72,Jun 27,Adaptive Biotechnologies Corporation,ADPT,,20.0,15,GS,JPM,BAML,,75%,101.5%,2019
73,Jun 28,Karuna Therapeutics Inc.,KRTX,Health-Care,16.0,5,GS,CITI,WLFG,,48.8%,25.1%,2019
74,Jun 14,Chewy Inc.,CHWY,,22.0,46,MS,JPM,ALLN,,149.8%,59%,2019
75,Jun 13,Fiverr International Ltd.,FVRR,,21.0,5,JPM,CITI,,,416%,90%,2019
76,Jul 17,DouYu International Holdings Limited,DOYU,Technology,11.5,67,MS,JPM,BAML,,48.4%,0%,2019
77,Jul 18,Phreesia Inc.,PHR,Finance,18.0,9,JPM,WLFG,WB,,86%,39.3%,2019
78,Jul 18,Owl Rock Capital Corp.,ORCC,Finance,15.3,10,CS,DB,JMPS,,32.6%,1.2%,2019
79,Jul 18,Mirum Pharmaceuticals Inc.,MIRM,Health-Care,15.0,5,CITI,EVCR,GGNH,,29.5%,-11.9%,2019
80,Jul 18,Genmab A/S,GMAB,Health-Care,17.8,28,BAML,MS,JEFF,,20.7%,1.4%,2019
81,Jul 18,Fulcrum Therapeutics Inc.,FULC,Health-Care,16.0,4,MS,BAML,LRNK,,27.6%,-15.6%,2019
82,Jul 18,AssetMark Financial Holdings Inc.,AMK,Finance,22.0,12,JPM,CS,GS,,83.6%,22.9%,2019
83,Jul 19,,,,21.0,15,BAML,CITI,WLFG,,117.8%,76.4%,2019
84,Jul 19,Intercorp Financial Services Inc.,IFS,Finance,46.0,9,BAML,JPM,,,27.2%,2.2%,2019
85,Jul 19,Afya Limited,AFYA,Consumer-Services,19.0,13,BAML,GS,UBS,,53.5%,25.5%,2019
86,Jul 25,Sunnova Energy International Inc.,NOVA,Consumer-Services,12.0,14,BAML,JPM,GS,,32.4%,-6.3%,2019
87,Jul 25,,,,14.0,7,GS,BRCL,BAML,,36.9%,21.9%,2019
88,Jul 25,,,,28.0,12,MS,GS,JPM,,116.7%,36.1%,2019
89,Jul 25,Health Catalyst Inc.,HCAT,Technology,26.0,7,GS,JPM,WB,,86.9%,50.7%,2019
90,Jul 25,Castle Biosciences Inc.,CSTL,Health-Care,16.0,4,LRNK,BARD,,,53.9%,33.8%,2019
91,Jul 26,Vista Oil & Gas S.A.B. de C.V.,VIST,Energy,9.3,10,CITI,CS,,,25%,-1.6%,2019
92,Jul 26,Blue Hat Interactive Entertainment Technology,BHAT,Consumer-Non-Durables,4.0,2,VWTR,,,,87.6%,14.5%,2019
93,Jul 31,Borr Drilling Limited,BORR,Energy,9.3,5,GS,DNBM,,,14.6%,5.1%,2019
94,Aug 1,Sundial Growers Inc.,SNDL,Health-Care,13.0,11,COWN,BMO,BRCL,,84.7%,-34.8%,2019
95,Aug 1,Kura Sushi USA Inc.,KRUS,Consumer-Non-Durables,14.0,2,BMO,STPH,,,63.9%,40.1%,2019
96,Aug 1,Dynatrace Holdings LLC,DT,Technology,16.0,35,GS,JPM,CITI,,0.3%,3.1%,2019
97,Aug 5,,,,8.4,20,,,,,8.2%,20.4%,2019
98,Aug 8,InMode Ltd.,INMD,Health-Care,14.0,5,BRCL,UBS,CNCD,,71%,-3.1%,2019
99,Aug 15,CrossFirst Bankshares Inc.,CFB,Finance,14.5,7,KBW,RAYJ,STPH,,11.4%,1.2%,2019
100,Aug 15,9F Inc.,JFU,Finance,9.5,8,CS,,,,27.6%,2.7%,2019
101,Sep 12,SmileDirectClub Inc.,SDC,Health-Care,23.0,58,JPM,CITI,BAML,,81.6%,-24.9%,2019
102,Sep 12,10x Genomics Inc.,TXG,Health-Care,39.0,10,JPM,GS,BAML,,73.3%,35.3%,2019
103,Sep 13,SpringWorks Therapeutics Inc.,SWTX,Health-Care,18.0,9,JPM,GS,COWN,,38.2%,32.5%,2019
104,Sep 13,Satsuma Pharmaceuticals Inc.,STSA,Health-Care,15.0,5,,,,,25%,12.7%,2019
105,Sep 13,Cloudflare Inc.,NET,Technology,15.0,35,GS,MS,JPM,,102.7%,20%,2019
106,Sep 13,Alerus Financial Corporation,ALRS,Finance,21.0,2,RAYJ,DAVD,,,20.4%,4.8%,2019
107,Sep 18,IGM Biosciences Inc.,IGMS,Health-Care,16.0,10,JEFF,PPRJ,Stifel,,16%,51.9%,2019
108,Sep 18,Envista Holdings Corporation,NVST,Health-Care,22.0,26,JPM,GS,MS,,37.8%,27%,2019
109,Sep 19,Ping Identity Holding Corp.,PING,Technology,15.0,12,GS,BAML,RBC,,91.9%,34.1%,2019
110,Sep 19,Exagen Inc.,XGN,,14.0,3,COWN,CNTR,WB,,25.5%,22.2%,2019
111,Sep 19,Datadog Inc.,DDOG,Technology,27.0,24,MS,GS,JPM,,91.8%,39.1%,2019
112,Sep 26,Peloton Interactive Inc.,PTON,Consumer Durables,29.0,40,GS,JPM,,,117.6%,-11.2%,2019
113,Sep 26,Oportun Financial Corporation,OPRT,Finance,15.0,6,BRCL,JPM,JEFF,,27.2%,7.8%,2019
114,Oct 3,,,,19.0,7,GS,MS,COWN,,20.4%,23.2%,2019
115,Oct 3,MetroCity Bankshares Inc.,MCBS,Finance,13.5,1,KBW,RAYJ,Stifel,,16.3%,-0.1%,2019
116,Oct 3,Frequency Therapeutics Inc.,FREQ,Health-Care,14.0,6,JPM,GS,COWN,,0%,-100%,2019
117,Oct 3,Aprea Therapeutics Inc.,APRE,Health-Care,15.0,5,JPM,MS,RBC,,31.9%,36.7%,2019
118,Oct 10,BioNTech SE,BNTX,Health-Care,15.0,10,JPM,BAML,UBS,,28.1%,-5.1%,2019
119,Oct 11,Vir Biotechnology Inc.,VIR,Health-Care,20.0,7,GS,JPM,COWN,,42.9%,-29.9%,2019
120,Oct 11,HBT Financial Inc.,HBT,Finance,16.0,8,KBW,JPM,,,45.2%,-2.9%,2019
121,Oct 17,Innate Pharma SA,IPHA,Health-Care,5.5,12,CITI,EVCR,,,6.6%,10%,2019
122,Oct 17,BellRing Brands Inc.,BRBR,Consumer-Non-Durables,14.0,34,MS,CITI,JPM,,25.7%,17.9%,2019
123,Oct 24,BRP Group Inc.,BRP,Finance,14.0,16,JPM,BAML,,,40.9%,16.9%,2019
124,Oct 25,Youdao Inc.,DAO,,17.0,5,,,,,70.1%,-26.5%,2019
125,Oct 25,TFF Pharmaceuticals Inc.,TFFP,Health-Care,5.0,4,NTNL,,,,10.6%,1.4%,2019
126,Oct 25,Progyny Inc.,PGNY,Health-Care,13.0,10,JPM,GS,BAML,,49.7%,22.6%,2019
127,Oct 25,Phathom Pharmaceuticals Inc.,PHAT,Health-Care,19.0,9,GS,JEFF,EVCR,,9%,29.5%,2019
128,Oct 25,Happiness Biotech Group Limited,HAPP,Health-Care,5.5,2,,,,,32.9%,-18.2%,2019
129,Oct 25,Cabaletta Bio Inc.,CABA,Health-Care,11.0,6,MS,COWN,EVCR,,14.3%,-9.1%,2019
130,Oct 25,Aesthetic Medical International Holdings Group Limited,AIH,Health-Care,12.0,2,MS,COWN,EVCR,,31%,-16.4%,2019
131,Oct 31,RAPT Therapeutics Inc.,RAPT,Health-Care,12.0,3,BMO,WLFG,UBS,,8.2%,8.3%,2019
132,Oct 31,Oyster Point Pharma Inc.,OYST,Health-Care,16.0,5,JPM,COWN,PPRJ,,20.4%,17.4%,2019
133,Nov 1,Fangdd Network Group Ltd.,DUO,Finance,13.0,6,MS,CITI,UBS,,13.8%,0%,2019
134,Nov 5,Q&K International Group Limited,QK,Finance,17.0,2,MS,,,,13.9%,3.8%,2019
135,Nov 7,Silvergate Capital Corporation,SI,Finance,12.0,3,BRCL,KBW,,,27.7%,4.3%,2019
136,Nov 7,Galera Therapeutics Inc.,GRTX,Health-Care,12.0,5,BAML,CITI,CS,,26.3%,0%,2019
137,Nov 7,Centogene B.V.,CNTG,Health-Care,14.0,4,LRNK,EVCR,,,23.2%,-10.8%,2019
138,Nov 8,TELA Bio Inc.,TELA,Health-Care,13.0,4,JEFF,PPRJ,,,31.8%,2.7%,2019
139,Nov 8,ECMOHO Ltd.,MOHO,Consumer-Services,10.0,4,UBS,,,,8.4%,1%,2019
140,Nov 8,CNS Pharmaceuticals Inc.,CNSP,Health-Care,4.0,2,,,,,40.5%,14.3%,2019
141,Nov 8,36Kr Holdings Inc.,KRKR,Finance,14.5,1,CS,,,,34.7%,-9.9%,2019
142,Nov 11,89bio Inc.,ETNB,Health-Care,16.0,5,BAML,LRNK,RBC,,4.6%,30%,2019
143,Nov 13,YayYo Inc.,YAYO,Technology,4.0,2,AGIS,WPRK,,,18.8%,-11.3%,2019
144,Nov 21,SiTime Corporation,SITM,Capital-Goods,13.0,4,BRCL,Stifel,,,24%,43.5%,2019
145,Nov 21,Canaan Inc.,CAN,Capital-Goods,9.0,10,CITI,CRNS,,,40.7%,-0.1%,2019
146,Nov 22,,,,19.0,7,RAYJ,BARD,BMO,,20%,0%,2019
147,Dec 5,LMP Automotive Holdings Inc.,LMPX,Capital-Goods,5.0,2,TEq,,,,35.8%,7.2%,2019
148,Dec 31,1Life Healthcare Inc.,ONEM,Health-Care,14.0,17,JPM,MS,,,47.4%,57.6%,2019
149,Dec 30,,,,5.4,11,,BOTD,Fosun,,25.3%,1.5%,2019
150,Dec 19,Indonesia Energy Corp Ltd.,INDO,Energy,11.0,1,AGIS,,,,6.6%,-2.7%,2019
151,Dec 19,Monopar Therapeutics Inc.,MNPR,Health-Care,8.0,1,JT,,,,49.4%,231.3%,2019
152,Dec 13,OneConnect Financial TechnologyCo. Ltd.,OCFT,Technology,10.0,31,MS,GS,JPM,,17.4%,0%,2019
153,Dec 13,Sprout Social Inc.,SPT,Technology,17.0,8,GS,MS,,,61.7%,-2.4%,2019
154,Dec 12,Bill.com Holdings Inc.,BILL,Technology,22.0,9,GS,BAML,JEFF,,97%,61.4%,2019
155,Dec 12,EHang Holdings Ltd.,EH,Transportation,12.5,3,MS,,,,23.4%,-0.1%,2019
156,Dec 11,XP Inc.,XP,Finance,27.0,72,GS,JPM,MS,,47.8%,27.6%,2019
157,Jun 19,Stoke Therapeutics Inc.,STOK,,18.0,7,JPM,COWN,CS,,79.3%,42.1%,2019
158,May 2,So-Young International Inc.,SY,,13.8,13,DB,CICC,,,103.2%,31.9%,2019
159,May 2,TransMedics Group Inc.,TMDX,,16.0,5,MS,JPM,,,77.8%,39.8%,2019
160,Apr 17,Palomar Holdings Inc.,PLMR,,15.0,5,BRCL,JPM,KBW,,77.3%,26.6%,2019
161,Apr 17,Turning Point Therapeutics Inc.,TPTX,,18.0,9,GS,LRNK,WLFG,,34.2%,60.6%,2019
162,Jul 26,,,,8.0,23,MS,DB,CITI,,52%,-35.5%,2019
163,Jun 28,The RealReal Inc.,REAL,,20.0,15,CS,BAML,UBS,,131.1%,44.5%,2019
164,Oct 25,,,,5.0,4,NWBR,WPRK,,,0%,-100%,2019
0,Feb 13,Muscle Maker Inc.,GRIL,Consumer-Services,5.0,1,AXND,,,,17.8%,-22.8%,2020
1,Jan 17,Velocity Financial LLC,VEL,Finance,13.0,7,WLFG,CITI,JMPS,,47.1%,3.9%,2020
2,Jan 17,,,,13.5,9,CITI,CS,JPM,,21%,0%,2020
3,Jan 17,LIZHI INC.,LIZI,Technology,11.0,4,CITI,,,,89.6%,5.7%,2020
4,Jan 17,I-MAB,IMAB,Health-Care,14.0,7,JEFF,CITI,,,51.8%,-10.7%,2020
5,Jan 29,Annovis Bio Inc.,ANVS,Health-Care,6.0,2,TEq,,,,169.4%,59.8%,2020
6,Jan 30,Black Diamond Therapeutics Inc.,BDTX,Health-Care,19.0,10,JPM,JEFF,COWN,,50.6%,107.8%,2020
7,Jan 30,AnPac Bio-Medical Science Co. Ltd.,ANPC,Health-Care,12.0,1,WPRK,WBSH,UnSec,,23.8%,-6.3%,2020
8,Jan 31,Reynolds Consumer Products Inc.,REYN,Consumer-Non-Durables,26.0,47,CS,GS,JPM,,55.6%,9.8%,2020
9,Jan 31,Arcutis Biotherapeutics Inc.,ARQT,Health-Care,17.0,9,GS,COWN,GGNH,,31.3%,28.2%,2020
10,Feb 6,Schrodinger Inc.,SDGR,Health-Care,17.0,11,MS,BAML,JEFF,,64.2%,68.5%,2020
11,Feb 6,,,,27.0,60,BRCL,JPM,GS,,42.5%,11.1%,2020
12,Feb 6,,,,12.0,8,MS,GS,JEFF,,137.2%,12.5%,2020
13,Feb 6,Beam Therapeutics Inc.,BEAM,Health-Care,17.0,10,JPM,JEFF,BRCL,,55.4%,10.3%,2020
14,Feb 7,OneWater Marine Inc.,ONEW,Consumer-Durables,12.0,4,RAYJ,BARD,SNTR,,31%,26.2%,2020
15,Feb 7,NexPoint Real Estate Finance Inc.,NREF,Finance,19.0,5,RAYJ,KBW,BARD,,23%,-1.1%,2020
16,Feb 11,Revolution Medicines Inc.,RVMD,Health-Care,17.0,14,JPM,COWN,GGNH,,52.3%,70%,2020
17,Feb 12,Huize Holding Ltd.,HUIZ,Finance,10.5,5,CITI,,,,41.9%,-4.8%,2020
18,Feb 24,ZHONGCHAO Inc.,ZCMD,Consumer-Services,4.0,3,NONE,,,,7.8%,0.8%,2020
19,Feb 28,Passage BIO Inc.,PASG,Health-Care,18.0,12,JPM,GS,COWN,,41.3%,23.3%,2020
20,Mar 3,GFL Environmental Holdings Inc.,GFL,Basic-Industries,19.0,75,JPM,BMO,GS,,19.2%,-11.6%,2020
21,Mar 12,IMARA Inc.,IMRA,Health-Care,16.0,4,MS,CITI,LRNK,,9.7%,-6.3%,2020
22,Apr 1,WiMi Hologram Cloud Inc.,WIMI,Technology,5.5,4,MXIM,,,,33.8%,0%,2020
23,Apr 3,Zentalis Pharmaceuticals LLC,ZNTL,Health-Care,18.0,9,MS,JEFF,GGNH,,20.8%,28.9%,2020
24,Apr 8,Keros Therapeutics Inc.,KROS,Health-Care,16.0,6,JEFF,LRNK,,,17.7%,25.5%,2020
25,Apr 24,ORIC Pharmaceuticals Inc.,ORIC,Health-Care,16.0,7,JPM,CITI,JEFF,,49.3%,61.1%,2020
26,May 1,Lyra Therapeutics Inc.,LYRA,Health-Care,16.0,3,BAML,JEFF,WB,,49.7%,16%,2020
27,May 5,GAN Limited,GAN,Technology,8.5,6,,,,,95%,55.9%,2020
28,May 8,Kingsoft Cloud Holdings Limited,KC,Technology,23.8,17,JPM,UBS,CS,,85%,0%,2020
